id_bazowy,id
2001_DE_demonstracja_DGB,2001_DE_demonstracja_DGB
2001_DE_demonstracja_DGB,2001_DE_demonstracja_DGB_a
2001_DE_demonstracja_DGB,2001_DE_demonstracja_DGB_b
2004_DE_demonstracja_DGB,2004_DE_demonstracja_DGB
2004_DE_demonstracja_DGB,2004_DE_demonstracja_DGB_a
2005_DE_demonstracja_DGB,2005_DE_demonstracja_DGB
2005_DE_demonstracja_DGB,2005_DE_demonstracja_DGB_a
2005_DE_demonstracja_DGB,2005_DE_demonstracja_DGB_b
2005_DE_demonstracja_DGB,2005_DE_demonstracja_DGB_c
2006_DE_demonstracja_DGB,2006_DE_demonstracja_DGB
2006_DE_demonstracja_DGB,2006_DE_demonstracja_DGB_a
2007_DE_demonstracja_DGB,2007_DE_demonstracja_DGB
2007_DE_demonstracja_DGB,2007_DE_demonstracja_DGB_a
2008_DE_demonstracja_DGB,2008_DE_demonstracja_DGB
2008_DE_demonstracja_DGB,2008_DE_demonstracja_DGB_a
2009_DE_demonstracja_DGB,2009_DE_demonstracja_DGB
2009_DE_demonstracja_DGB,2009_DE_demonstracja_DGB_a
2010_DE_demonstracja_DGB,2010_DE_demonstracja_DGB
2010_DE_demonstracja_DGB,2010_DE_demonstracja_DGB_a
2011_DE_demonstracja_DGB,2011_DE_demonstracja_DGB
2011_DE_demonstracja_DGB,2011_DE_demonstracja_DGB_a
2017_DE_demonstracja_DGB,2017_DE_demonstracja_DGB
2017_DE_demonstracja_DGB,2017_DE_demonstracja_DGB_a
2018_DE_demonstracja_DGB,2018_DE_demonstracja_DGB
2018_DE_demonstracja_DGB,2018_DE_demonstracja_DGB_a
2018_DE_demonstracja_DGB,2018_DE_demonstracja_DGB_b
2019_DE_demonstracja_DGB,2019_DE_demonstracja_DGB
2019_DE_demonstracja_DGB,2019_DE_demonstracja_DGB_a
2006_DE_korso_DGB,2006_DE_korso_DGB
2006_DE_korso_DGB,2006_DE_korso_DGB_a
2006_DE_korso_DGB,2006_DE_korso_DGB_b
2009_DE_korso_DGB,2009_DE_korso_DGB
2009_DE_korso_DGB,2009_DE_korso_DGB_a
2007_DE_korso_DGB,2007_DE_korso_DGB
2007_DE_korso_DGB,2007_DE_korso_DGB_a
2007_DE_korso_DGB,2007_DE_korso_DGB_b
2011_DE_korso_DGB,2011_DE_korso_DGB
2011_DE_korso_DGB,2011_DE_korso_DGB_a
2012_DE_korso_DGB,2012_DE_korso_DGB
2012_DE_korso_DGB,2012_DE_korso_DGB_a
2013_DE_korso_DGB,2013_DE_korso_DGB
2013_DE_korso_DGB,2013_DE_korso_DGB_a
2014_DE_korso_DGB,2014_DE_korso_DGB
2014_DE_korso_DGB,2014_DE_korso_DGB_a
2016_DE_korso_DGB,2016_DE_korso_DGB
2016_DE_korso_DGB,2016_DE_korso_DGB_a
2015_DE_korso_DGB,2015_DE_korso_DGB
2015_DE_korso_DGB,2015_DE_korso_DGB_a
2005_DE_demonstracja_R1M,2005_DE_demonstracja_R1M
2005_DE_demonstracja_R1M,2005_DE_demonstracja_R1M_a
2005_DE_demonstracja_R1M,2005_DE_demonstracja_R1M_b
2006_DE_demonstracja_R1M,2006_DE_demonstracja_R1M
2006_DE_demonstracja_R1M,2006_DE_demonstracja_R1M_a
2006_DE_demonstracja_R1M,2006_DE_demonstracja_R1M_b
2013_DE_demonstracja_R1M,2013_DE_demonstracja_R1M
2013_DE_demonstracja_R1M,2013_DE_demonstracja_R1M_a
2014_DE_demonstracja_R1M,2014_DE_demonstracja_R1M
2014_DE_demonstracja_R1M,2014_DE_demonstracja_R1M_a
2016_DE_demonstracja_R1M,2016_DE_demonstracja_R1M
2016_DE_demonstracja_R1M,2016_DE_demonstracja_R1M_a
2016_DE_demonstracja_R1M,2016_DE_demonstracja_R1M_b
2016_DE_demonstracja_R1M,2016_DE_demonstracja_R1M_c
2011_DE_demonstracja_R1M,2011_DE_demonstracja_R1M
2011_DE_demonstracja_R1M,2011_DE_demonstracja_R1M_a
2012_DE_demonstracja_R1M,2012_DE_demonstracja_R1M
2012_DE_demonstracja_R1M,2012_DE_demonstracja_R1M_a
2015_DE_demonstracja_R1M,2015_DE_demonstracja_R1M
2015_DE_demonstracja_R1M,2015_DE_demonstracja_R1M_a
1996_DE_demonstracja_R1M,1996_DE_demonstracja_R1M
1996_DE_demonstracja_R1M,1996_DE_demonstracja_R1M_a
1996_DE_demonstracja_R1M,1996_DE_demonstracja_R1M_b
1996_DE_demonstracja_R1M,1996_DE_demonstracja_R1M_c
1996_DE_demonstracja_R1M,1996_DE_demonstracja_R1M_d
1997_DE_demonstracja_R1M,1997_DE_demonstracja_R1M
1997_DE_demonstracja_R1M,1997_DE_demonstracja_R1M_a
1997_DE_demonstracja_R1M,1997_DE_demonstracja_R1M_b
1998_DE_demonstracja_R1M,1998_DE_demonstracja_R1M
1998_DE_demonstracja_R1M,1998_DE_demonstracja_R1M_a
1998_DE_demonstracja_R1M,1998_DE_demonstracja_R1M_b
1998_DE_demonstracja_R1M,1998_DE_demonstracja_R1M_c
1998_DE_demonstracja_R1M,1998_DE_demonstracja_R1M_d
1999_DE_demonstracja_R1M,1999_DE_demonstracja_R1M
1999_DE_demonstracja_R1M,1999_DE_demonstracja_R1M_a
1999_DE_demonstracja_R1M,1999_DE_demonstracja_R1M_b
1999_DE_demonstracja_R1M,1999_DE_demonstracja_R1M_c
1999_DE_demonstracja_R1M,1999_DE_demonstracja_R1M_d
2000_DE_demonstracja_R1M,2000_DE_demonstracja_R1M
