rok,godzina_od,godzina_do,dzielnica,dzielnice_wszystkie,aktor_zgadniety,sekcja,tekst,wiersz_zrodlowy
2004,21:15,,,,,Scenariusz / taz / Der Mai ist gekommen,"21:15, Naunynstraße: „Hast du gerade die Flasche geworfen, fragt ein türkischer Händler. „Ja“, antwortet der junge Migrant. „Warum?“ – „Hm“. – „Du kannst die doch nicht bewerfen, wenn die direkt zu dir gucken. Jetzt haben die ein Auge auf dich. In fünf Minuten landest du im Knast“. Der junge Türke verlässt irritiert und schnell die Straßenecke.",5214
2004,21:53,,,,,Scenariusz / taz / Der Mai ist gekommen,"21:53, Mariannenstraße: Fast leer gefegt, nur an den Häuserwänden lehnen Schaulustige. Die Polizei steht in Trauben zusammen. Zwei junge Männer tanzen betrunken mitten auf der Straße. Plötzlich sprinten 20 Polizisten auf sie zu. Rempeln einen zur Seite und ergreifen den mit dem schwarzen Kapuzenshirt. Zappelnd wird er mitgeschleift. Eine Viertelstunde lang umstehen ihn nahezu 30 Polizisten.",5215
2004,22:30,,,,,Scenariusz / taz / Der Mai ist gekommen,"22:30, Heinrichplatz: Im „Bateau Ivre“ gibt es plötzlich Blut. Ein Mann und eine Frau hauen zwei Gästen Flaschen auf den Kopf. „Lasst sie nicht gehen!“, brüllen Geistesgegenwärtige. Doch die beiden Angreifer werden vor die Tür geschubst – kurz darauf stürmen ein Dutzend Männer und Frauen die Kneipe und versuchen sich erneut auf die Verletzten zu stürzen. Die Angreifer werden rausgeschmissen. Ein p",5216
2005,00:04,,,,,Scenariusz / Przebieg DGB / ZMiana formalna – utrata znaczenia i nowe elementy scenariusza," RBB – Angeblich sind 1. Mai Umzüge ja out. Doch dann waren heute morgen 8 Tausend Berliner völlig unmodern, denn so viele kamen zu Demo (rbb 0:04) ritual/anachronism ; Przemówienia związkowe dotyczyć miały 600 000 brakujących miejsc pracy w regionie i 3 milionach ludzi, którzy zmuszeni są pracować na drugim etacie",5432
2005,09:00,,Friedrichshain,Friedrichshain,,Scenariusz / 30. April (Walpurgisnacht) / 1. Mai / Inne festy 1. Maja (PDS),"- Bötzow-Eiche, Bötzowstraße, Friedrichshain (9:00–20:00)",5360
2005,09:00,,,,,Scenariusz / MyFest i pokojowy przebieg / Wydarzenia w Berlinie DGB,| Berlin / Spandauer Straße  <brStart: 09.00 Uhr                        |                                                                                                                                                           | 1. Mai-Lauf zum Großen Stern und zurück zum Platz vor dem Roten Rathaus  <brAnmeldung: www.erstermai.dgb.de(https://web.archive.org/web/20081001160403/http://www.ersterma,5457
2005,10:00,,,,DGB,Scenariusz / 30. April (Walpurgisnacht) / 1. Mai,"10:00 – DGB-Demo: Brandenburger Tor → Rotes Rathaus Kundgebung 11:00. Motorradfahrer, Skater, Läufer auf Strecken durch die Innenstadt am Vormittag. 11:00–18:00 – Kinderfest am Neptunbrunnen. DGB demo",5349
2005,10:00,,,,,Scenariusz / MyFest i pokojowy przebieg / Wydarzenia w Berlinie DGB,| Berlin / Platz des 18. März  <brEbertstraße  <brStart: 10.00 Uhr |                                                                                                                                                           | Demonstration                                                                                                                                                                  ,5455
2005,10:15,,,,,Scenariusz / MyFest i pokojowy przebieg / Wydarzenia w Berlinie DGB,| Berlin / Olympischer Platz  <brStart: 10.15 Uhr                       |                                                                                                                                                           | 1. Mai-Motorrad-Korso zum Platz vor dem Roten Rathaus  <brAnmeldung: www.erstermai.dgb.de(https://web.archive.org/web/20081001160403/http://www.erstermai.dgb.de/)        ,5458
2005,10:35,,,,,Scenariusz / MyFest i pokojowy przebieg / Wydarzenia w Berlinie DGB,| Berlin / Olympischer Platz  <brStart: 10.35 Uhr                       |                                                                                                                                                           | 1. Mai-Skating zum Platz vor dem Roten Rathaus  <brAnmeldung: www.erstermai.dgb.de(https://web.archive.org/web/20081001160403/http://www.erstermai.dgb.de/)               ,5459
2005,11:00,,Kreuzberg,Kreuzberg,MyFest,Scenariusz / 30. April (Walpurgisnacht) / 1. Mai,"11:00 – MyFest: Kreuzberg, zwischen Oranienplatz und Mariannenplatz 19 Bühnen, bis in den 2. Mai. Oranienplatz liegt im Festgebiet — niegenehmigter Protest dort durch Polizei unterbunden. MyFest Kreuzberg",5350
2005,11:00,,Hohenschönhausen,Hohenschönhausen,,Scenariusz / 30. April (Walpurgisnacht) / 1. Mai / Inne festy 1. Maja (PDS),"- Falkenberger Chaussee, Hohenschönhausen (11:00–18:00)",5358
2005,11:30,,,,DGB;IG Metall,Scenariusz / MyFest i pokojowy przebieg / Wydarzenia w Berlinie DGB,"| Berlin / Platz vor dem Roten Rathaus   <brca. 11.30 Uhr               | Begrüßung:  <brHeidi Jockel, DGB Region Berlin  <brHauptredner:  <brOlivier Höbel, Bezirksleiter der IG Metall  <brBerlin-Brandenburg-Sachsen | Kundgebung   <branschließend  <brMaifest u. Kinderfest                                                                                                                                ",5456
2005,13:00,,Kreuzberg,Kreuzberg,,Scenariusz / 30. April (Walpurgisnacht) / 1. Mai,"13:00 – R1M-Demo: Kreuzberg Motto: „International kämpfen gegen Ausbeutung und Unterdrückung – keine Befreiung ohne Revolution"". Zielpunkt Heinrichplatz nicht genehmigt → Ende am Kottbusser Tor. R1M demo Kreuzberg",5351
2005,13:00,,,,,Scenariusz / 30. April (Walpurgisnacht) / 1. Mai,13:00 – Demo: Yorckstraße → Waldemarskiez Erhalt des Wohn- und Sozialprojekts Yorckstr. 59. demo Gentrifizierung,5353
2005,13:00,,,,,Scenariusz / 30. April (Walpurgisnacht) / 1. Mai / Inne festy 1. Maja (PDS),- Köpenicker Schlossplatz (13:00–18:00),5359
2005,14:00,,,,,Scenariusz / 30. April (Walpurgisnacht) / 1. Mai / Inne festy 1. Maja (PDS),"- Springbornclub, Johannisthaler Springbornstraße (14:00–18:00)",5361
2005,16:00,,Friedrichshain,Friedrichshain,,Scenariusz / 30. April (Walpurgisnacht),"16:00 – Boxhagener Platz, Friedrichshain Walpurgisnacht-Demo „Mai-Steine 2005"", Bündnis gegen Yuppiesierung und Umstrukturierung. Infostände, Diskussionen, Musik. Walpurgisnacht Friedrichshain Gentrifizierung",5344
2005,16:00,,,,,Scenariusz / 30. April (Walpurgisnacht),"16:00 – Demo: Frankfurter Tor → Prenzlauer Allee Motto: „Berlin protestiert friedlich – Für friedlichen Protest gegen Gewalt"" demo Walpurgisnacht",5345
2005,16:30,,Prenzlauer Berg,Prenzlauer Berg,,Scenariusz / 30. April (Walpurgisnacht),"16:30 – Mauerpark, Prenzlauer Berg (zwischen Eberswalder und Gleimstraße) Friedliche Walpurgisnacht — tanzen, Friedensgebet (18:30), Helmi-Theater „Der Schweinehirt"" (18:45), Überraschungen (22:15). Flaschen- und Dosenverbot. Walpurgisnacht Mauerpark",5346
2005,18:00,,,,MyFest,Scenariusz / 30. April (Walpurgisnacht) / 1. Mai,"18:00 – Oranienplatz (ungenehmigte Kundgebung) AAB/Bündnis linksradikaler und autonomer Gruppen — abgesagte Demo, próba nieanonsowanej akcji na Oranienplatz (w środku MyFestu). Konflikt z policją zapowiadany. R1M Spontan MyFest conflict",5354
2006,01:05,,,,,"Scenariusz, za taz","1:05, Boxhagener Platz: Die Polizei will offenbar Feierabend machen. Per Lautsprecheransage fordert ein Sprecher die verbliebenen 300 Teilnehmer auf, den Platz zu verlassen. Als diese dem nicht nachkommen, beginnen die Beamten, die Feiernden zu verjagen. Am frühen Morgen zieht die Polizei eine positive Bilanz der Walpurgisnacht: 48 Festgenommene, die meisten, weil sie kleine Mengen Drogen bei sich",5566
2006,06:00,,,,,"Scenariusz, za taz","6:00 Uhr: „Schlimmster 1. Mai befürchtet“, titelt die Haudraufschmonzette BZ. Offenbar will das Springerblatt die müde Szene ein wenig anfeuern.",5544
2006,10:25,,,,DGB,"Scenariusz, za taz","10:25, Potsdamer Straße: Gewerkschafter sind schnelle Marschierer. Der DGB-Demonstrationszug, um 10 Uhr am Wittenbergplatz gestartet, erreicht mit rund 10.000 Teilnehmern die Potsdamer Straße. Sein Motto: „Berlin braucht seine Plätze – Arbeits- und Ausbildungsplätze“.",5570
2006,11:05,,,,,"Scenariusz, za taz","11:05, Unter den Linden: 23 Jogger in roten Ver.di-T-Shirts überqueren die Friedrichstraße. Die Solidargemeinschaft bröckelt: Zwei Läufer wurden von der Gruppe bereits deutlich abgehängt.",5572
2006,11:45,,,,,"Scenariusz, za taz","11:45, Brandenburger Tor: Ver.di-Chef Frank Bsirske rechnet in seiner Rede mit der Politik der großen Koaltion ab. Diese belaste Arbeitnehmer, Arbeitslose und Rentner. Bsirske fordert einen gesetzlichen Mindestlohn von 7,50 Euro pro Stunde.",5574
2006,12:30,,,,DGB,"Scenariusz, za taz","12:30, Brandenburger Tor: Das DGB-Volksfest mit Bier und Bratwurst beginnt. Mit 3 Euro ist die Wurst hier so teuer wie kaum anderswo in Berlin. Wie viel sie verdient, möchte die Verkäuferin aber nicht verraten. Der Mindestlohn wird es hoffentlich sein. „Wenn’s sich nicht lohnen würde, würde ich nicht hier stehen“, sagt sie.",5576
2006,13:10,,,,,"Scenariusz, za taz","13:10, Oranienplatz: Die Kundgebung des maoistischen „Revolutionären 1.-Mai-Bündnisses“ beginnt. Das Motto: „Eine andere Welt ist möglich“. Noch sind mehr Menschen mit Kamera und Fotoapparat unterwegs als Demonstranten. An jeder Ecke stehen drei Polizisten, einige kontrollieren Passanten.",5578
2006,14:10,,,,,"Scenariusz, za taz","14:10, Oranienstraße: Türkischstämmige Familien verkaufen gegrillte Hackspieße. Am Heinrichplatz läuft der Soundcheck für ein Konzert. Familien mit Kindern schlendern über das Fest und kaufen Zuckerwatte.",5580
2006,14:30,,,,,"Scenariusz, za taz","14:30, Oranienplatz: Die Einsatzhundertschaften der Polizei haben eine neue Kennzeichnung auf dem Rücken und neue Overalls bekommen. Das Grün ist jetzt etwas heller. Extra für den 1. Mai? „Nein, zur WM“, verrät ein Beamter. Aber heute werde sie zum ersten Mal ausgeführt.",5582
2006,14:35,,,,,"Scenariusz, za taz","14:35, Oranienstraße: Der Demonstrationszug der Maoisten setzt sich in Bewegung. „Viva la Revolución!“-Rufe ertönen.",5584
2006,14:45,,,,,"Scenariusz, za taz","14:45, Naunynstraße: Vor dem Jugendzentrum Naunynritze hat sich eine Traube von 100 Migrantenkids vor einer Bühne postiert. Auf deren Brettern wird ein Wettkampf in Head-Jumps ausgetragen. Im Klartext: eine Hand auf den Boden, Arm und Beine nach oben und dann so oft strampeln, wie möglich, ohne umzufallen. Ali schafft es 15-mal – bisher der Rekord.",5586
2006,14:55,,,,,"Scenariusz, za taz","14:55, Görlitzer Bahnhof: Die Lautsprecherstimme stoppt den Demozug. „Das ist die falsche Richtung.“ Die ersten machen kehrt. Dann heißt es: „War doch richtig, weiter geradeaus.“",5588
2006,15:00,,,,PDS;Linkspartei,"Scenariusz, za taz","15:00, Checkpoint Charlie: Die Jungen Liberalen wollen gegen Berlins Kultursenator Thomas Flierl (Linkspartei) und den PDS-Ehrenvorsitzenden Hans Modrow demonstrieren. Beide seien „Stasi-Ideologen“. 50 Teilnehmer sind angemeldet. Die zuständigen Polizisten suchen – und finden fünf JuLis an der Ecke. „Wir haben auch überlegt, näher an die linken Demos zu gehen, aber das war uns dann doch zu gefährl",5590
2006,15:20,,,,,"Scenariusz, za taz","15:20, Mariannenplatz: Der Platz ist in Rauchschwaden von Würstchen- und Dönergrills getaucht, unzählige Menschen sitzen auf dem Rasen, essen, trinken, schlafen und telefonieren zu den Klängen von türkischer Folkloremusik. Es gibt nur ein Problem: Sobald die Sonne weg ist, wird es ungemütlich kalt. Insgesamt feiern auf dem Myfest weit über 10.000 Menschen.",5592
2006,16:00,,,,,"Scenariusz, za taz","16:00, Reuterplatz: Polizeipräsident Dieter Glietsch beobachtet den vorbeiziehenden Demozug der Maoisten. „Ich bin mit dem Verlauf des 1. Mai sehr zufrieden.“ Zur aktuellen BZ-Schlagzeile meint er: „Ich frage mich, wo die das hernehmen.“",5594
2006,16:27,,,,,"Scenariusz, za taz","16:27, Speewaldplatz: Ein drei Meter großer Krake aus Pappmaché namens „Superprekaria“ mit einer alten Badezimmermatte auf dem Kopf winkt mit seinen Fühlern die Demoteilnehmer herbei. Es funktioniert: Mindestens 4.000 Menschen kommen zum Startpunkt der ersten Berliner Mayday-Parade.",5596
2006,16:40,,,,,"Scenariusz, za taz","16:40, Eberswalder Ecke Oderberger Straße: Business as usual am Mauerpark: Metallgitter sperren den Eingang ab, Brandenburger PolizistInnen kontrollieren die Besucher. Die Willkommensfrage: „Haben Sie irgendwelche gefährlichen Gegenstände, Waffen oder Flaschen mit dabei?“ Erstaunlich: Niemand antwortet mit Ja. Trotzdem werden Taschen gründlich durchwühlt und die meisten Personen abgetastet. Die Po",5546
2006,17:15,,,,Jusos,"Scenariusz, za taz","17:15, Spreewaldplatz: Die Parade beginnt mit Grußbeiträgen unter anderem aus Paris. Das Motto der Demo: „Für soziale Rechte weltweit“. Beteiligt sind auch viele Flüchtlingsinitiativen, Kreuzberger Musikinitiativen, Arbeitslosengruppen, Attac, die Jusos sowie autonome und andere linke Gruppen.",5598
2006,17:30,,,,,"Scenariusz, za taz","17:30, Warschauer Straße: Trotz des Feiertags staut sich der Verkehr, genauso eng geht es auf der Frankfurter Allee zu. Grund: Hunderte von Polizeiwannen stehen entlang den großen Straßen und erschweren den Verkehrsfluss.",5548
2006,17:35,,,,,"Scenariusz, za taz","17:35, Flohmarkt am Mauerpark: Für die meisten Besucher hier sind die Walpurgisnachtkrawalle Geschichten aus einer anderen Welt: Viele sind über 30, nicht wenige mittelmäßig gestylt, die meisten Frauen schieben Kinderwagen vor sich her. (Junge) Krawallmacher? Nicht in Sicht. „Mein Publikum kommt jetzt erst“, glaubt der Verkäufer stylischer Sonnenbrillen.",5550
2006,17:40,,,,,"Scenariusz, za taz","17:40, Oranienplatz: Elf junge Männer und Frauen nähern sich dem Platz, wo eine nicht angemeldete, aber angekündigte Demo beginnen soll. Die Zivilpolizisten tragen noch ihre Westen mit „Polizei“-Aufschrift. Von einer Ecke aus beobachten sie den Platz. Auf Nachfrage sagen sie, dass sie nach „relevanten Jugendlichen“ Ausschau halten sollen. Auf dem fast vollen Platz spielt eine Reggaeband. Es riecht",5600
2006,17:45,,,,,"Scenariusz, za taz","17:45, Naunynstraße: Türkische Kids wollen mit einem Rapper ein Musikvideo in einem Hinterhof in der Naunynstraße drehen. Der ist aber schon besetzt – von einer Gruppe grillender Polizisten. Sie weisen die Jugendlichen ab, die Stimmung wird aggressiv: Über 100 Migrantenkids rennen daraufhin durch die Straße und brüllen: „Fickt die Polizei!“ Später dürfen sie dann in der Naunynritze drehen.",5602
2006,17:50,,,,,"Scenariusz, za taz","17:50, Durchgang vom Flohmarkt zum Mauerpark: Auch hier kontrollieren die Brandenburger Polizisten auf „gefährliche Gegenstände“. Ein Pärchen hat auf dem Flohmarkt einen Beistelltisch mit abnehmbaren Metallbeinen erworben – und darf passieren.",5552
2006,18:00,,,,MyFest,"Scenariusz, za taz"," 18:00 spontaniczna, zakazana demonstracja o godzinie 18 przechodzi przez teren MyFest",5537
2006,18:00,,,,,"Scenariusz, za taz / PDS i grupy policyjne / EuroMayDay",Gegen 18 Uhr startete vom Spreewaldplatz erstmalig auch in Berlin eine Mayday-Parade mit einem bunten Umzug und mehreren Musikwägen für soziale Rechte weltweit @UmbruchBilderFotosVom2006,5633
2006,18:08,,,,,"Scenariusz, za taz","18:08, Oranienplatz: Vom Platz bricht die befürchtete Spontandemo mit anfangs rund 200 Teilnehmern mit schwarzen Kapuzen und roten Flaggen Richtung Mariannenplatz auf. An ihrer Spitze ein Transparent mit der Aufschrift: „Kein Krieg, kein Hartz, kein Demoverbot. 1. Mai – Straße frei“. Die Passanten räumen hektisch den Weg. Die Polizei ist nicht sichtbar.",5604
2006,18:20,,,,,"Scenariusz, za taz","18:20, Mariannenplatz: Berlins Verfassungsschutzchefin Claudia Schmid läuft in der Spontandemo mit, die laut Polizei auf bis zu 1.000 Teilnehmer angewachsen ist. „Für die interessiert sich sonst niemand“, freut sich Schmid. Insgesamt sei es „wunderbar friedlich“. Auch Polizeipräsident Dieter Glietsch wird in der Demo gesichtet. conflict",5606
2006,18:22,,,,,"Scenariusz, za taz","18:22, Rütlistraße, vor der Rütli-Schule: Redner des Maydaybündnisses kritisieren die „Verdrehung der Tatsachen, dass ausgerechnet die Menschen, die unter dem miserablen Bildungssystem am meisten zu leiden haben, zu Sündenböcken erklärt werden.“",5608
2006,18:30,,Kreuzberg,Kreuzberg,,"Scenariusz, za taz","18:30, Mariannenplatz: Zwei junge türkische Männer mit T-Shirts, auf denen „Protection Kreuzberg“ steht, bewachen ein Loch im Straßenpflaster, aus dem Steine ausgebuddelt worden sind. Im Hintergrund tanzen fast hundert türkische Jugendliche, zum Teil mit Kopftüchern, wild zu türkischer Folklore.",5610
2006,18:35,,,,,"Scenariusz, za taz","18:35, Mariannenplatz: Die Spontandemo von Autonomen löst sich wieder auf.",5612
2006,19:05,,,,,"Scenariusz, za taz","19:05, Boxhagener Platz: Hunderte von Polizisten haben den Platz von allen Seiten abgeriegelt. Wer dorthin will, muss Durchsuchungen über sich ergehen lassen. Alle Bierflaschen werden einkassiert. Es herrscht Flaschenverbot.",5554
2006,19:45,,,,,"Scenariusz, za taz","19:45, Oranienplatz: Innensenator Körting gibt eine spontane Pressekonferenz. Er ist hoch zufrieden mit dem bisherigen Verlauf des Fests und lobt vor allem die Zusammenarbeit mit den Verbänden der Migranten.",5614
2006,19:53,,,,,"Scenariusz, za taz","19:53, Hermannplatz: Aktivisten des Mayday-Bündnisses haben ein zehn Meter langes Umsonstbuffet aufgebaut mit Nusstorten und Lachsschnitten – „sponsored by yo mango“ (spanisch für „ich klaue“), steht auf einem Transparent. Fünf Minuten später endet hier die friedliche Demo.",5616
2006,20:05,,,,,"Scenariusz, za taz","20:05, Hermannplatz: Das Mayday-Buffet ist geräumt.",5618
2006,20:18,,,,,"Scenariusz, za taz","20:18, Waldemarstraße: Eine zweite Spontandemo zieht durch den Kiez. Auf dem Fronttransparent steht „Myfest ist scheiße. Für einen revolutionären 1. Mai“. Unter den mehreren hundert Teilnehmern sind viele junge und auch Migranten. Es werden Feuerswerkskörper geworfen.",5620
2006,20:49,,,,,"Scenariusz, za taz","20:49, Manteuffelstraße: Polizeipräsident Glietsch pirscht in einer Gruppe von sieben dunkel gekleideten Herren durch die Menge, vergeblich auf der Suche nach Krawall.",5622
2006,20:55,,,,,"Scenariusz, za taz","20:55, Mariannenplatz: Kreuzbergs CDU-Chef Kurt Wansner langweilt sich: „Früher war es interessanter“, meint er.",5624
2006,21:12,,,,,"Scenariusz, za taz","21:12, Heinrichplatz: Kleine Scharmützel mit der Polizei. Es fliegen Flaschen und Knaller. Die Polizei reagiert vorerst zurückhaltend und geht dann kurz gezielt gegen die Werfer vor. Die Atmosphäre ist gespannt. all, bis chs, flee, ga, plu, rot, sil",5626
2006,21:40,,,,,"Scenariusz, za taz","21:40, Boxhagener Platz: Auf dem Platz tobt die Party. Während die linksradikale Ska-Band „Tiefenrausch“ auf der Bühne rockt, lässt sich ein Stagediver zehn Minuten lang durch die Luft wirbeln. Irgendwann lassen die Zuschauer Gnade walten: Er wird runtergelassen.",5556
2006,21:40,,,,,"Scenariusz, za taz","21:40, Eberswalder Straße: Das Presseteam der Polizei besteht aus akribischen Beobachtern. „Sie waren doch vor drei Stunden schon mal hier – da trugen sie aber noch keine Mütze“, antwortet einer auf die Frage eines Journalisten und liegt damit ganz richtig. Ansonsten haben die Herren nicht viel zu tun: 500 Menschen seien im Park, besondere Vorkommnisse sind nicht zu vermelden.",5558
2006,23:15,,,,,"Scenariusz, za taz","23:15, Boxhagener Platz Ecke Grünberger Straße: Die Rockbühne wird weggefahren. Die meist alkoholisierten Jugendlichen wollen noch nicht nach Hause. Einzelne Polizisten werden angepöbelt. Bei den Beamten wächst die Nervosität.",5560
2006,23:20,,Wedding,Wedding,,"Scenariusz, za taz","23:20, im Mauerpark: Es fliegen vereinzelt Frisbeescheiben. Das ist nur möglich, weil die Scheinwerfer des benachbarten Jahn-Stadions auch den Park beleuchten. Überhaupt ist die Atmosphäre ziemlich ungemütlich: Die Polizei hat Glasflaschen verboten, der Bezirk offene Feuer, und die Nachbarn im Wedding haben sich über den Lärm der Trommler beschwert – also müssen auch die ruhig sein. Die rund 1.000",5562
2006,23:24,,,,,"Scenariusz, za taz","23:24, Boxhagener Platz Ecke Grünberger: Die ersten Gegenstände fliegen Richtung Polizeikette. Einzelne Beamte rennen in die Menge und beginnen, die Werfer gezielt herauszugreifen.",5564
2007,09:00,,,,DGB,Scenariusz,9:00 Uhr DGB-Gewerkschaftshaus am Wittenbergplatz Keithstraße/Ecke Kleiststraße,5692
2007,13:00,,,,,Scenariusz,"13:00 Demonstracja o 13 kończy się na Lausitzer Platz, tak, że jej uczestnicy moga uczestniczyć dalej w demonstracji, która rozpoczyna się tam o 18 – forma zjednoczenia obu demonstracji?",5707
2007,14:00,,Kreuzberg,Kreuzberg,,Scenariusz,"14:00 Mayday Parade – wyimki w 200751Einspieler: Kreuzberg demonstriert: impreza techno, ramowanie przeciwko Hartz IV, G8, antyimperializm",5708
2007,14:00,,Kreuzberg,Kreuzberg,,Scenariusz,"Angesichts des bevorstehenden G8-Gipfels in Heiligendamm beteiligten sich an diesem 1. Mai 2007 deutlich mehr Menschen sowohl an der Mayday Parade (14 Uhr) als auch an der revolutionären 1. Mai-Demonstration (18 Uhr), die jeweils vom Lausitzer Platz in Kreuzberg starteten. Da es sowohl thematisch als auch von den TeilnehmerInnen her zahlreiche Überschneidungen gab, stellt sich schlicht die Frage, ",5711
2007,18:00,,,,,Scenariusz,18:00 R1M Demonstration,5709
2008,09:00,17:00,Friedrichshain,Friedrichshain,,Scenariusz,"Ostbahnhof, Friedrichshain, 9-17 Uhr.",5827
2008,09:00,,,,DGB,Scenariusz / Scenariusz DGB,"Treff: 09:00 Uhr, DGB-Haus, Keithstraße 1-3, Ecke Kleiststraße Start: 10:00 Uhr, Kleiststraße Richtung Nollendorfplatz",5848
2008,09:00,,,,DGB,Scenariusz / Scenariusz DGB,"Treff: 09:00 Uhr, DGB-Haus, Keithstraße 1-3 Start: 10:00 Uhr, Kleiststraße Richtung Nollendorfplatz",5868
2008,09:00,,,,DGB,Scenariusz / Scenariusz DGB,"Treff: 09:00 Uhr, DGB-Haus, Keithstraße 1-3, Ecke Kleiststraße Start: 10:00 Uhr",5876
2008,10:00,22:00,Treptow,Treptow,,Scenariusz,"Puschkinallee, Treptow, 10-22 Uhr.",5804
2008,10:00,22:00,Biesdorf,Biesdorf,,Scenariusz,"Alt-Biesdorf 55, Biesdorf, 10-22 Uhr.",5810
2008,10:00,,Reinickendorf,Reinickendorf,,Scenariusz,"Alte Fasanerie 10, Reinickendorf, ab 10 Uhr.",5814
2008,10:00,18:00,Oberschöneweide,Oberschöneweide,,Scenariusz,"An der Wuhlheide 197, Oberschöneweide, 10-18 Uhr.",5825
2008,10:00,18:00,Niederschöneweide,Niederschöneweide,,Scenariusz,"Adlergestell Höhe Nr. 107, Niederschöneweide, 10-18 Uhr, 3, erm. 1,50 Euro.",5832
2008,10:00,,,,,Scenariusz / Scenariusz DGB,"10:00 Uhr, Treff Brandenburger Tor 11:30 Uhr, Kundgebung",5885
2008,10:00,,,,,Scenariusz / Scenariusz DGB,10:00 Uhr bis 18:00 Uhr,5907
2008,11:00,,Kreuzberg,Kreuzberg,,Scenariusz,"Zwischen Kottbusser Tor und Mariannenplatz, Kreuzberg, ab 11 Uhr.",5799
2008,11:00,23:00,Marzahn,Marzahn,,Scenariusz,"Vom Eastgate bis zum Freizeitforum, Marzahn, 11-23 Uhr.",5808
2008,11:00,,Friedrichsfelde,Friedrichsfelde,,Scenariusz,"Am Tierpark 125, Friedrichsfelde, ab 11 Uhr, 11, erm. 8 Euro.",5812
2008,11:00,19:00,Dahlem,Dahlem,,Scenariusz,"Königin-Luise-Straße 49, Dahlem, 11-19 Uhr.",5816
2008,11:00,23:00,Mariendorf,Mariendorf,,Scenariusz,"Mariendorfer Damm, Mariendorf, 11-23 Uhr, 1 Euro.",5822
2008,11:00,17:30,Prenzlauer Berg,Prenzlauer Berg,,Scenariusz,"Senefelderstraße 5, Prenzlauer Berg, 11-17.30 Uhr, 4,50, erm. 3 Euro.",5829
2008,11:30,,Schöneberg,Schöneberg,DGB,Scenariusz,"DGB: Der Gewerkschaftsbund hat seine zentrale Kundgebung um 11.30 Uhr am Brandenburger Tor unter das Motto ""Gute Arbeit muss drin sein"" gestellt. Zur Kundgebung führen auch Korsos mit Inline-Skates, Motorrad oder Fahrrad, ab 10 Uhr vom DGB-Haus in der Keithstraße 1-3 in Schöneberg.",5794
2008,12:00,17:00,Lichterfelde,Lichterfelde,,Scenariusz,"Ringstraße 76, Lichterfelde, 12-17 Uhr.",5806
2008,12:00,19:00,Karlshorst,Karlshorst,,Scenariusz,"Treskowallee 129, Karlshorst, 12-19 Uhr, 2, erm. 1 Euro.",5834
2008,13:00,,Kreuzberg,Kreuzberg,,Scenariusz,"13-Uhr-Demo: Die traditionelle ""Revolutionäre 1.-Mai-Demonstration"" des 1.-Mai-Bündnis gegen Ausbeutung, Unterdrückung und Krieg startet um 13 Uhr am Oranienplatz in Kreuzberg und führt vom Kottbusser Tor zum Heinrichplatz.",5787
2008,13:00,,Kreuzberg,Kreuzberg,,Scenariusz,"Mariannenplatz, Kreuzberg, ab 13 Uhr.",5797
2008,14:00,,Friedrichshain,Friedrichshain,,Scenariusz,"Mayday: Diese Parade mit ""Protest- und Tanzwütigen"" startet in Friedrichshain. Los geht's um 14 Uhr am Boxhagener Platz, die Demo führt zur Warschauer Brücke und endet am Spreewaldplatz. Kundgebungen richten sich unter anderem gegen Mediaspree.",5789
2008,14:00,,Prenzlauer Berg,Prenzlauer Berg,,Scenariusz,"Schönhauser Allee 36, Prenzlauer Berg, ab 14 Uhr.",5802
2008,14:00,,Charlottenburg,Charlottenburg,,Scenariusz,"Eingang Heckerdamm, Charlottenburg, ab 14 Uhr, Eintritt 2 Euro.",5818
2008,18:00,,Kreuzberg,Kreuzberg,,Scenariusz,"18-Uhr-Demo: Ein Bündnis linker Gruppen startet mit seiner Demo gegen soziale Ausgrenzung um 18 Uhr am Kottbusser Tor in Kreuzberg. Die Route führt über den Heinrichplatz und die Wrangelstraße zurück zum Kottbusser Tor. Auftakt bildet ein Konzert der französischen Rapperin Keny Arkana und der italienischen Rock-Ska-Band Banda Bassotti, ab 17 Uhr am Kottbusser Tor.",5788
2008,18:00,,,,,Scenariusz / Kontrowersje,The 18:00 Demonstration was registered(https://www.tagesspiegel.de/berlin/kreuzberg-hat-die-ruhe-weg-1643878.html) by a former terrorist Ralf Reinders RAF,5913
2008,20:00,,Mitte,Mitte,,Scenariusz,"Friedrichstraße 101, Mitte, ab 20 Uhr, 11 Euro.",5780
2008,20:00,,Tiergarten,Tiergarten,,Scenariusz,"Marlene-Dietrich-Platz 1, Tiergarten, ab 20 Uhr, 18 Euro.",5784
2008,21:00,,Mitte,Mitte,,Scenariusz,"Johannisstraße 2, Mitte, ab 21 Uhr, 9,50 Euro.",5782
2009,09:00,,,,DGB,Scenariusz,Der DGB zieht ab 9 Uhr vom Wittenbergplatz zum Brandenburger Tor - zu Fuß und auf Rädern.,5985
2009,09:00,,,,DGB,Scenariusz,"Berlin: Treffen aller DGB-Gewerkschaften zu den gemeinsamen Demonstrationszügen, Fahrrad-, Motorrad- und Skaterkorso geplant, 9 Uhr, Kleiststraße. (nd 30.04)",5993
