rok,godzina_od,godzina_do,dzielnica,dzielnice_wszystkie,aktor_zgadniety,sekcja,tekst,wiersz_zrodlowy
1995,13:00,,Buch,Buch,,Scenariusz,"- 13:00-18:00, Buch, Schloßpark",3027
1995,14:00,,Hohenschönhausen,Hohenschönhausen,,Scenariusz,"- 14:00-18:00, Hohenschönhausen, Orankeba",3028
1995,15:00,,,,,Scenariusz,"Wir wollen dieser Entwicklung entgegentreten"", heisst es in einem Aufruf. Neben tuerkischer und lateinamerikanischer Musik gibt es Punk aus Bernau, internationales Essen und Informationsstaende. Im Diskussionszelt finden u.a. Gespraechsrunden zur Lage der vietnamesischen VertragsarbeiterInnen (15 Uhr) statt. Um 14 Uhr berichten Antifaschistische Widerstandskaempfer, danach informiert die Vorbereit",3016
1995,18:00,,,,,Scenariusz,"18:00 Frauen Walpurgisnacht, Tacheles/Oranienburgerstrassse",3005
1995,22:30,,,,,Prasa / taz / Revolution fällt aus," Do 4 rano trwają zamieszki na Kollwitzplatz. Interwencja rozpoczęła się o 22:30, gdy policja zgasiła ogniska, wokół których zgromadziło się około 150 osób. Były tańczące wiedźmy, muzyka na bębnach. staging music",3276
1996,03:30,,,,,Prasa / [[@JungeWelt1996|junge Welt]]," Mimo planów uspokojenia obchodów przez organizatorów. 10 000 osób tańczy wokół (tym razem dozwolonych) ognisk attendance/Walpurgisnacht/1996. Wydawało się że będzie spokojnie, ale po godzinie w bocznej ulice dochodzi do starć policjantów z grupką ludzi próbującą postawić na ulicy barykadę. Przy przyzwoleniu organizatorów, policja przeszła do działania. Do godziny 3:30 festyn został ogłoszony jako",3696
1996,10:00,,,,DGB,Scenariusz,10:00 - Sternmarsch des DGB zum Roten Rathaus (verschiedene Sammelpunkte),3405
1996,10:00,,Prenzlauer Berg,Prenzlauer Berg,,Scenariusz,10:00-19:00 - Straßenfest am Humann-Platz in Prenzlauer Berg (veranstaltet von Stadtteilinitiativen und linken Gruppen),3410
1996,10:00,,,,NGG,Scenariusz,"10:00 IG Bau, GTB, GdED und NGG sammeln sich vor der Infobox am Potsdamer Platz",3558
1996,10:00,,,,IG Metall,Scenariusz,"10:00 IG Metall, IG Medien und GHK treffen sich vor dem IG- Metall-Haus in der Alten Jakobstraße",3559
1996,10:00,,,,DGB,Scenariusz,10:00 die DGB-Jugend startet ihren Technozug am Oranienburger Tor,3560
1996,10:00,,,,DGB;ÖTV;HBV;GEW,Scenariusz,"10:00 ÖTV, HBV, DPG, GEW und CPK klumpen sich vor dem ÖTV- Haus am Engeldamm zusammen. Dortselbst wird auch das „Bündnis gegen Sozialkürzung und Ausgrenzung“ mitmarschieren, das auf einem Flugblatt harsche Kritik an der DGB-Strategie für ein „Bündnis für Arbeit“ übt. – to jest to wydarzenie Renate Hürtgen",3561
1996,10:00,,Prenzlauer Berg,Prenzlauer Berg,,Scenariusz,10:00-21:00 – Straßenfest am Humann-Platz in Prenzlauer Berg,3563
1996,10:00,,,,DGB;IG Metall;ÖTV;HBV;GEW;NGG,Prasa / taz / Demos im Dop­pel­pack,"Mit Müden und Armen kennt der 1. Mai kein Erbarmen. Zu nachtschlafender Zeit müssen sich unsere BerufschaotInnen aus dem Bett quälen, denn der Sternmarsch des DGB zum Roten Rathaus beginnt um 10 Uhr. IG Bau, GTB, GdED und NGG sammeln sich vor der Infobox am Potsdamer Platz; IG Metall, IG Medien und GHK treffen sich vor dem IG- Metall-Haus in der Alten Jakobstraße; die DGB-Jugend startet ihren Tech",3617
1996,11:00,,,,PDS,Scenariusz,"11:00 – Centralny wiec PDS w Poczdamie, pod hasłem Sozial und Solidarisch",3411
1996,11:30,,,,DGB,Scenariusz,11:30 - Zentrale Kundgebung des DGB 1996 am Roten Rathaus,3412
1996,11:30,,,,DGB,Scenariusz,11:30 – rozpoczyna się Maifest DGB,3562
1996,11:30,,Prenzlauer Berg,Prenzlauer Berg,DGB,Prasa / taz / Demos im Dop­pel­pack,"Egal wie: Gesamtchaot und Gesamtchaotin machen, daß sie zum Roten Rathaus kommen, denn dort beginnt um 11.30 Uhr die zentrale Kundgebung des DGB 1996. Danach gibt es ein DGB-Familienfest am Rathaus, ein DGB-Kinderfest in der Spandauer Straße und eine DGB-Talkrunde zur Länderfusion. Doch der Herr Berufsdemonstrant würde statt Fusion Selbstteilung bevorzugen. Denn ab 13 Uhr wollen die Linksradikalen",3619
1996,12:02,,,,,Kontrowersje i wydarzenia / R1M i odrodzenie tradycji demonstracji / 370. 04.04.1996, 2026-02-0312:02 pm,3468
1996,12:03,,,,,Kontrowersje i wydarzenia / R1M i odrodzenie tradycji demonstracji / 370. 04.04.1996, 2026-02-0312:03 pm,3472
1996,12:06,,,,,Kontrowersje i wydarzenia / R1M i odrodzenie tradycji demonstracji / 370. 04.04.1996, 2026-02-0312:06 pm,3480
1996,12:11,,,,,Kontrowersje i wydarzenia / R1M i odrodzenie tradycji demonstracji / 370. 04.04.1996, 2026-02-0312:11 pm,3486
1996,12:13,,,,,Kontrowersje i wydarzenia / R1M i odrodzenie tradycji demonstracji / 370. 04.04.1996, 2026-02-0312:13 pm,3490
1996,12:14,,,,,Kontrowersje i wydarzenia / R1M i odrodzenie tradycji demonstracji / 370. 04.04.1996, 2026-02-0312:14 pm,3494
1996,12:15,,,,HBV;PDS,Scenariusz,"12:15 – PDS organizuje własny wiec na Alexanderplatz; jak pisze BZ, Erstmals seit langem werden fast zeitgelich zwei Kundgebungen stattfinden. Jednocześnie berliński PDS zachęca do udziału w demonstracji HBV",3417
1996,12:15,,,,DGB,Scenariusz,"12:15 – po wiecu DGB na własny wiec na Alexanderplatz zaprasza Ostdeutsches Kuratorium von Verbänden. Co to za organizacja? (BZ, s. 3)",3564
1996,12:15,,,,DGB,Scenariusz,12:15 – Gegen Sozialabbau und Ausgrenzung. Alexanderplatz (nach der DGB-Kundgebung). Veranst.: Ostdeutsches Kuratorium von Verbänden Kultur (JW 1996),3565
1996,13:00,,,,Revolutionäre 1. Mai,Scenariusz,13:00 - Revolutionäre 1. Mai-Demo (Linksradikale) vom Rosa-Luxemburg-Platz,3418
1996,13:00,,Kreuzberg,Kreuzberg,Revolutionäre 1. Mai,Scenariusz,13:00 - Revolutionäre 1. Mai-Demo (Linksradikale) vom Oranienplatz in Kreuzberg,3419
1996,13:00,,,,,Scenariusz,13:00  –  Linksradikalen an zwei Orten gleichzeitig demonstrieren: am Rosa-Luxemburg-Platz und am Oranienplatz,3566
1996,13:00,,Prenzlauer Berg,Prenzlauer Berg,,Prasa / Interim / Relacje między grupami – spór o 1. Mai 1996 w Berlinie / Tożsamości,"| Organizatorzy demo, środowisko mieszane Ost/West    | PRO – demo przez Prenzlauer Berg, start Rosa-Luxemburg-Platz 13:00 | Twierdzą, że RK nie brały udziału w przygotowaniach | Atakują jako grupę działającą wyłącznie sabotażowo, podejrzewają o prowokację lub agentów        | Sami są tą grupą                                                             |",3763
1996,14:00,,,,PDS,Scenariusz,"14:00-22:00 Festyn organizowany przez PDS. Strassenfest mit Diskussionsrunden, Strassenmarkt, Musik und Kinderprogramm. Pistoriusplatz (JW 1996)",3551
1996,18:00,,,,,Scenariusz,18:00 - Frauendemonstration zur Walpurgisnacht (Start am Alexanderplatz),3398
1996,18:00,,Prenzlauer Berg,Prenzlauer Berg,,Scenariusz,18:00 - Walpurgisnachtfest am Kollwitzplatz in Prenzlauer Berg,3399
1996,18:00,,,,,Scenariusz,18:00. Frauendemonstration am Alexanderplatz,3552
1996,18:00,,Prenzlauer Berg,Prenzlauer Berg,,Scenariusz,18:00. Walpurgisnachtfest am Kollwitzplatz in Prenzlauer Berg.,3553
1996,18:00,,Prenzlauer Berg,Prenzlauer Berg,,Scenariusz,"Was machen ideelle GesamtchaotInnen in den nächsten beiden Tagen? Sie kaufen sich neue Wanderschuhe, verstauen die Stullen, Eier und Tomaten im Rucksack und spitzen die Lippen zu einem fröhlichen Wanderliedchen. Die ideelle Gesamtdemonstrantin packt zusätzlich eine Salbe gegen Blasenbildung ein, denn selbst als Berufsdemonstrantin ist frau doppelbelastet und muß heute abend schon zur Walpurgisnach",3568
1997,10:00,,,,DGB;SPD,Scenariusz,"- 10:00 – DGB-Demonstration – trzy punkty startowe: Engeldamm 70, IG-Metall-Haus (Alte Jakobstraße), Info-Box am Potsdamer Platz. SPD-Spitze demonstriert gemeinsam mit Gewerkschaften ab IG-Metall-Haus.",3922
1997,10:00,,Prenzlauer Berg,Prenzlauer Berg,PDS,Scenariusz,"- 10:00 – Straßenfest, Husemannplatz – Prenzlauer Berg współorganizowany przez PDS",3923
1997,11:00,,Prenzlauer Berg,Prenzlauer Berg,,Scenariusz,"- 11:00 – Straßenfest, Kastanienallee – Prenzlauer Berg.",3924
1997,11:30,,Wannsee,Wannsee,DGB,Scenariusz,- 11:30 – Zentrale Abschlußkundgebung DGB – vor dem Roten Rathaus. (Diepgen sitzt wie immer am 1. Mai mit seiner Mutter auf den Wannsee-Terrassen.),3925
1997,12:00,,,,DGB;PDS,Scenariusz,"- 12:00 – PDS-Kundgebung – vor dem Roten Rathaus, direkt nach DGB-Kundgebung.",3926
1997,12:00,,,,HBV;PDS,Scenariusz,"- Um 12 Uhr beginnt die Kundgebung »sozial und solidarisch«, auf der u.a. Lothar Bisky, Petra Pau, Christa Luft und Elke Breitenbach (HBV) sprechen. Im Karl-Liebknecht-Haus, Kleine Alexanderstraße 28, werden um 14 Uhr mit einer Ausstellung die »Rosa-Luxemburg-Aktionswochen« der PDS eröffnet. Anteilscheine für »Ein Denkmal für Rosa« können dabei erworben werden(ND 30.04.1997)",3927
1997,12:15,,Pankow,Pankow;Reinickendorf,DAG;SPD,Scenariusz,- 12:15 – Mai-Fest SPD und DAG – Bürgerpark Pankow. Zorganizowane przez SPD-Kreisverbände Reinickendorf und Pankow oraz DAG.,3928
1997,12:15,,Reinickendorf,Reinickendorf;Pankow;Kreuzberg;Prenzlauer Berg;Tiergarten,DAG;SPD,Scenariusz,In den Bezirken finden verschiedene Mai-Feste statt: Ab 12.15 Uhr treffen sich die SPD-Kreisverbände Reinickendorf und Pankow sowie die DAG im Bürgerpark Pankow. Am Mariannenplatz in Kreuzberg beginnt ab 15 Uhr ein Multikulti-Programm. Auch in Prenzlauer Berg gibt es Straßenfeste ab 10 Uhr am Husemannplatz und ab 11 auf der Kastanienallee. Verschiedene Obdachlosen-Initiativen treffen sich an der S,3942
1997,13:00,,Mitte,Mitte;Prenzlauer Berg,,Scenariusz,"- 13:00 – Revolutionäre 1.-Mai-Demo – Rosa-Luxemburg-Platz, Mitte. Zorganizowana przez Kreuzberger Autonomen. Route ograniczona do Mitte po konfliktzie z Ostautonomen. Endpunkt Rosenthaler Platz (Westautonomen called it „in Prenzlauer Berg"" um das Gesicht zu wahren).",3929
1997,13:00,,Kreuzberg,Kreuzberg,,Scenariusz,"- 13:00 – Demo turkish left / Revolutionäre Demo – Oranienplatz, Kreuzberg.",3930
1997,13:00,,Mitte,Mitte;Prenzlauer Berg,,Prasa / taz / Mutter aller Demos,"Als dann auch noch das Anti- Olympia-Komitee West sich mit dem Ostlerwunsch solidarisierte, wurde die Route auf Mitte beschränkt. Um das Gesicht zu wahren, bezeichneten die Westautonomen ihren Demo-Endpunkt Rosenthaler Platz jedoch als in Prenzlauer Berg gelegen. Die türkische Linke hatte sich da längst für eine Demo vom Oranienplatz aus (um 13 Uhr) entschieden. Einige Westautonome bedauern in der",3993
1997,15:00,,Kreuzberg,Kreuzberg,PDS,Scenariusz,"- 15:00 – Multikulti-Programm – Mariannenplatz, Kreuzberg, współorganizowany przez PDS – po raz pierwszy",3932
1997,18:00,,,,,Scenariusz,"- 18:00 – Demo „Frauen Lesben Mädchen"" – Sophie-Charlotte-Platz, West-Berlin. Zamiast tradycyjnej Walpurgisnacht-Randale na Kollwitzplatz (która tego roku oficjalnie nie będzie), wszystkie uczestniczki mają przyjechać U2.",3915
1997,18:00,,Mitte,Mitte;Kreuzberg,DGB;IG Metall;PDS;SPD,Scenariusz,"Zum „Tag der Arbeit“ sind verschiedene Veranstaltungen und Demonstrationen geplant. Heute abend treffen sich Frauen, Lesben und Mädchen ab 18 Uhr zur Walpurgisnacht am Sophie-Charlotte- Platz. Die DGB-Demonstration beginnt morgen um 10 Uhr am Engeldamm 70, am Haus der IG Metall in der Alten Jakobstraße und an der Info-Box am Potsdamer Platz. Die SPD-Spitze demonstriert gemeinsam mit den Gewerkscha",3940
1998,00:40,,,,,Konteksty i wydarzenia,"Ciekawą informacją co do 1. Maja 1998 jest to, że w Berlinie, jak relacjonuje rbb, immer wieder skandierte Forderung ""Kohl muss weg"" (19985102 1. Mai 1998 - Zusammenfassung.mov; 00:40)",4065
1998,09:30,,,,ÖTV,Scenariusz,- 9:30 – początek przemarszu spod siedziby ÖTV; udział biorą w nim B90/Grünen,4090
1998,10:00,,Prenzlauer Berg,Prenzlauer Berg,,Scenariusz,"- 10:00 – Humannplatzfest, Prenzlauer Berg",4089
1998,11:30,,,,DGB;DAG,Scenariusz,"- 11:30 – Abschlußkundgebung des Sternmarsches (DGB/DAG), Rotes Rathaus",4091
1998,12:00,,,,,Scenariusz,"- 12:00 – Fest des Obdachlosenmagazins Straßenfeger, Rosa-Luxemburg-Platz, vor der Volksbühne",4092
1998,13:00,,Kreuzberg,Kreuzberg,,Scenariusz,"- 13:00 – Revolutionäre 1.-Mai-Demo, Oranienplatz, Kreuzberg",4093
1998,14:00,,Kreuzberg,Kreuzberg,,Scenariusz,"- 14:00 – Mariannenplatzfest, Kreuzberg (bis 21 Uhr)",4094
1998,14:00,,Tempelhof,Tempelhof,,Scenariusz,"- 14:00 – Fest in der Ufa-Fabrik, Viktoriastraße, Tempelhof",4095
1998,17:00,,,,,Scenariusz,"- 17:00 – Demo „Freiheit ist immer auch die Freiheit des Andersdenkenden"", U-Bahnhof Eberswalder Straße",4085
1998,18:00,,Prenzlauer Berg,Prenzlauer Berg,,Scenariusz,"- 18:00 – Kundgebung der Jungdemokraten gegen Polizeiabsperrungen, Kollwitz-/Knaakstraße, Prenzlauer Berg (szczegóły przebiegu w BZ 2/3.05.1998)",4086
1998,18:00,,Mitte,Mitte,,Scenariusz,"- 18:00 – Revolutionäre Mai-Demo, Rosa-Luxemburg-Platz, Mitte",4096
1999,03:45,,,,DGB,Przemówienia," otwiera część wiecową Ursula Schäfer z DGB Kreis-Nord (Neues Handel Berichterstattung, 03:45)",4168
1999,07:12,,,,,Przemówienia," z oklaskami spotyka się oznajmienie, którego również nie ma w przemówieniu: (7:12)",4176
1999,10:00,,Prenzlauer Berg,Prenzlauer Berg,,Scenariusz,"- 10:00 – Straßenfest na Humanplatz, Prenzlauer Berg. Żywe i ""Widerspensigste"" uliczne święto. Kinderprogramm od 12 do 15, muzyka od 14 (Raggatacke, Mothers Pride). Jedzenie i napoje na miejscu.",4208
1999,10:00,,,,IG Metall;ÖTV,Scenariusz,"- 10:00 – początek gwiaździstego przemarszu spod siedzib ÖTV, IG Metall i Potsdamer Platz",4209
1999,10:00,,Prenzlauer Berg,Prenzlauer Berg,DGB;PDS;SPD;Grüne,"Scenariusz / Feiern, Re­vo­lu­ti­on etc.","1. Mai ist morgen: Ab 10 Uhr tanzt ein widerspenstiges und lebendiges Straßenfest auf dem Humanplatz, inklusive Kinderprogramm von 12 bis 15 Uhr. Musik bringen ab 14 Uhr Raggatacke und Mothers pride u. a. Leib und Seele werden von Essens- und Getränkeständen zusammengehalten. Gegen den Krieg wird am Mariannenplatz angefeiert. Von 14 bis 21 Uhr wird Kultur geboten, u. a. mit den Gruppen Yaam und Kr",4230
1999,11:00,,,,,Przemówienia,11:00 – przemówienia:,4167
1999,11:30,,,,DGB;SPD,Scenariusz,"- 11:30 – Volksfeststimmung przed Roten Rathaus – koniec Sternmarszów zorganizowanych przez DGB. Hasło tego roku: „Neues Handeln. Für unser Land"". Przemawia Detlef Hensche (Vorsitzender IG Medien). Dołącza się SPD z Walter Momper.",4210
1999,12:00,,,,,Przemówienia,12:00 początek festynu,4182
1999,12:00,,Prenzlauer Berg,Prenzlauer Berg,,Scenariusz,"- 12:00 – Fest „Draußen ohne Tür"" przed Volksbühne – świętowanie zorganizowane przez obdachlose (bezdomnych). 500 porcji Erbsensuppe z Gulaschkanone i 1000 litrów piwa. Grają Shepherd Laments, The Ruffians, Freygang. Przychody z sprzedaży napojów idą na budowę Selbsthilfetreffpunktes w Schliemannstraße, Prenzlauer Berg.",4211
1999,13:00,,,,,Scenariusz,- 13:00 – Demo na Oranienplatz – zorganizowana przez stalinistisch-maoistische Gruppierungen.,4212
1999,14:00,,Kreuzberg,Kreuzberg,PDS;Grüne,Scenariusz,"- 14:00–21:00 – Mariannenplatzfest, Kreuzberg – protest przeciwko wojnie. Kultura z grupami Yaam i Kreuzberger Musikalische Aktion. Przemawia Kreuzberger Bürgermeister Franz Schulz (Grüne) oraz kampania przeciwko Wehrpflicht. Dołącza się PDS z Christa Luft i Petra Pau z hasłem „Frieden schaffen ohne Waffen!"" SocialistLegacies",4214
1999,16:00,,,,,Scenariusz,"- 16:00 – Reclaim the Streets Party – Treffpunkt Weltzeituhr, Alexanderplatz. Teilnehmer przyciągają się z badmintonami, gwizdkami i innymi akcesoriami. Po raz pierwszy do Mauerparku, a nie na Kollwitzplatz",4202
1999,16:00,,Schöneberg,Schöneberg,DGB;Falken,Scenariusz,"- 16:00 – Weltbürgerfest 1999 – „Die Weiße Rose"", Jugendzentrum w Schöneberg. Organizatorzy: DGB-Jugend i Die Falken. Od 16 grali streetball, od 19 dyskusja na temat „Integration statt Haß und Gewalt"" z udziałem Ausländerbeauftragte des Senats Barbara John i Georgios Tsapanos z Bundesinnenministerium. Od 21 MultiKultiKonzert z bandami Fata Morgana, MephistosRap i DJami.",4203
1999,16:00,,,,DGB;Falken,"Scenariusz / Feiern, Re­vo­lu­ti­on etc.","Walpurgisnachmittag und -nacht ist heute: Einmal Weltzeituhr, immer Weltzeituhr. Um 16 Uhr heißt es wieder, mit Federballschlägern, Trillerpfeifen und anderem Freizeitzubehör sich dort einfinden. Wohin die Tanzveranstaltung vom Treffpunkt Alexanderplatz hinzieht, ist noch geheim. Sicher ist, daß Reclaim the Streets sich in gewohnt entspannter Manier öffentlichen Raum als Partyort aneignet. Ein Wel",4228
1999,18:00,,,,,Scenariusz,"- 18:00 – Demo Frauen, Lesben, Mädchen przeciwko przemocy wobec kobiet, lesbijki i dziewczynek – start od Karl-Marx-Platz (U7).",4204
1999,18:00,,,,,Scenariusz,"- 18:00 – Revolutionäre Demo, Oranienplatz – linksradikale demonstracja „ins nächste Jahrtausend"", zwołana przez Antifaschistische Aktion.",4215
1999,20:00,,,,,Scenariusz,- 20:00 – Party w SO 36 z DJanami Elvi i Almut – kontynuacja dzisiejszej demonstracji.,4205
2000,10:00,,Hellersdorf,Hellersdorf,PDS,Scenariusz,"- 10:00 – „Kulturfest gegen Rechts"" – Alice-Salomon-Platz, Hellersdorf. Sponsorowane przez PDS. Blokada demonstracji nazistowskiej. Przemawia Gregor Gysi",4348
2000,10:00,,,,DGB;ÖTV,Scenariusz,"- 10:00 – Demo DGB „Für mehr Beschäftigung"" – trzy punkty startowe: ÖTV-Haus (Engeldamm), IG-Metall-Haus (Alte Jakobstraße), DGB-Bundesvorstand (Burgstraße). Jednocześnie inline-skaterzy startują od Roten Rathaus i jadą na wiec",4349
2000,10:00,17:00,Marzahn,Marzahn;Biesdorf,PDS,Scenariusz,"10-17 Uhr Kundgebungen der PDS Mar zahn, Allee der Kosmonauten, Alt-Mar zahn, Freizeitforum Marzahn, S-Bahnhöfe Biesdorf, Poelchaustraße, Ahrensfelde",4354
2000,10:00,,Tempelhof,Tempelhof,,Scenariusz,"- 10:00–18:00 – Kinderbauernhof der ufa-fabrik – Victoriastraße, Tempelhof. Zabawa i spędzanie czasu dla rodzin.",4365
2000,10:00,,,,DGB;ÖTV,Scenariusz,"Die Gewerkschaftler brechen ab 10 Uhr zur Demonstration „Für mehr Beschäftigung“ auf. Treffpunkte: ÖTV-Haus (Engeldamm), IG-Metall-Haus (Alte Jakobstraße), DGB-Bundesvorstand (Burgstraße). Auch zahlreiche Inline-Skater wollen ab 10 Uhr vom Roten Rathaus aus zur Kundgebung des DGB anrollen (ab 11.30 Uhr, Platz vor dem Roten Rathaus).",4378
2000,10:00,,,,DGB,Prasa / Berliner Kurier / _DGB_ demonstriert auf Inline-Skates,"Berlin - Die Gewerkschaften demonstrieren am 1. Mai auch auf Inline-Skates: Die Roller-Demo startet um 10 Uhr am Roten Rathaus, über Brandenburger Tor und Großer Stern geht's dann wieder zurück (11 km). Dazu gibt's aber laut DGB auch drei Protest-Züge zu Fuß.",4458
2000,10:00,,,,DGB,Prasa / Berliner Kurier / Das Wichtigste auf einen Blick,"DGB-Demonstration, 10 Uhr: ab IG-Metall-Haus (über Alte Jakobstraße in",4468
2000,10:00,,Hellersdorf,Hellersdorf,,Prasa / Berliner Kurier / Das Wichtigste auf einen Blick,"l ""Kulturfest gegen Rechts"", 10 Uhr, Alice-Salomon-Platz in Hellersdorf l",4477
2000,11:00,,,,PDS,Scenariusz,Der politische Bär steppt am 1. Mai überall in der Stadt. Ab 11 Uhr findet auf dem Hellersdorfer Alice-Salomon-Platz ein „Kulturfest gegen Rechts“ statt. Hier und auf der PDS-Kundgebung auf dem Alexanderplatz (ab 12.30 Uhr) trifft man Spitzenmann Gregor Gysi.,4376
2000,11:30,,,,DGB,Scenariusz,"- 11:30 – Kundgebung DGB przed Roten Rathaus, następnie Maifest przy Neptunbrunnen. Atmosfera bratwurstu i Schalmeien. Przemawia m.in. Detlef Hensche.",4351
2000,12:00,,Mitte,Mitte,PDS,Prasa / Berliner Kurier / Das Wichtigste auf einen Blick,"PDS-Kundgebung, 12 Uhr, Alexanderplatz in Mitte (mit den PDS-Politikern",4478
2000,12:30,,,,PDS,Scenariusz,- 12:30 – PDS-Kundgebung na Alexanderplatz – z udziałem Gregor Gysi i Petra Pau.,4352
2000,12:30,,Mitte,Mitte,,Scenariusz,"- 12.30 Uhr Kundgebung auf dem Alexanderplatz, Mitte. Es sprechen Gregor Gysi, Christa Luft und Petra Pau.",4353
2000,13:00,18:00,Köpenick,Köpenick,PDS,Scenariusz,"13-18 Uhr PDS-Mai-Fest, Luisenhain, Köpenick",4358
2000,13:00,21:00,Kreuzberg,Kreuzberg,,Scenariusz,"13-21 Uhr Bündnis-Mai-Feier, Mariannenplatz, Kreuzberg",4359
2000,13:00,,Kreuzberg,Kreuzberg,PDS;Grüne,Scenariusz,"- 13:00–19:00 – Straßenfest PDS i Grüne – Mariannenplatz, Kreuzberg. Muzyka, program dla dzieci i „polityczna edukacja"".",4361
2000,13:00,,Kreuzberg,Kreuzberg,,Scenariusz,"- 13:00 – Pierwsza revolutionäre Mai-Demo – start Oranienplatz, Kreuzberg.",4362
2000,13:00,,,,,Scenariusz,- 13:00–18:00 – Erste Kreuzberger Sportmeile – Bergmannstraße. Policyjna inicjatywa dla dzieci i nastolatków – streetball jako alternatywa do awantur.,4363
2000,13:00,19:00,,,PDS,Prasa / Berliner Kurier / Das Wichtigste auf einen Blick,"Gregor Gysi und Petra Pau) l Straßenfest von PDS und Grünen, 13-19 Uhr,",4479
2000,13:30,,Marzahn,Marzahn;Biesdorf,,Scenariusz,"Mit Gregor Gysi gegen 13.30 Uhr und Petra Pau gegen 14 Uhr ab 9 Uhr Kundgebungen der BW Mar zahn, Eisenacher Straße, Wittenberger Straße, Marzahner Promenade, S-Bhf. Marzahn, Mehrower Allee, U-Bhf. Biesdorf-Süd",4356
2000,14:00,18:00,Treptow,Treptow;Johannisthal,PDS,Scenariusz,"14-18 Uhr, PDS-Mai-Fest, Springborn- Club, Treptow-Johannisthal",4360
2000,15:00,,Prenzlauer Berg,Prenzlauer Berg,,Scenariusz,"- 15:00 – Rockkonzert z Funmeile – Mauerpark, Prenzlauer Berg. Część policyjnego programu deeskalacji (Deeskalationsprogramm).",4340
2000,15:00,,,,,Scenariusz,"- 15:00 – Platzkonzert w Zoo – z „gwarantowanymi pokojowymi policjantami"".",4364
2000,15:00,,Prenzlauer Berg,Prenzlauer Berg,,Scenariusz,"Im Rahmen des polizeilichen Deeskalationsprogrammes gibt es am 30. April ab 15 Uhr ein Rockkonzert mit Funmeile im Mauerpark in Prenzlauer Berg. Auf einer Demonstration zur Walpurgisnacht wollen Frauen am Sonntag ab 18 Uhr auf dem Hermannplatz gegen Abschiebung, Frauenhandel und Prostitution protestieren.",4372
2000,15:00,,,,,Scenariusz,Ein Platzkonzert mit garantiert friedlichen Polizisten gibt es ab 15 Uhr im Zoo.,4384
2000,18:00,,,,,Scenariusz,"- 18:00 – Demo kobiet na Hermannplatz – protest przeciwko deportacjom, handlowi kobietami i prostytucji.",4341
2000,18:00,,Hohenschönhausen,Hohenschönhausen,,Scenariusz,"11 18 Uhr Bündnisfest, Am Obersee, Hohenschönhausen",4357
2000,18:00,,Kreuzberg,Kreuzberg,,Scenariusz,"- 18:00 – Druga revolutionäre Mai-Demo – start Oranienplatz, Kreuzberg.",4366
2000,18:00,,Kreuzberg,Kreuzberg,,Scenariusz,Gleich zwei revolutionäre Mai-Demos gibt es in Kreuzberg (13 und 18 Uhr). Beide starten am Oranienplatz. In gehöriger Entfernung davon versucht die Polizei mit der ersten Kreuzberger Sportmeile in der Bergmannstraße (13 bis 18 Uhr) Kids und Teenager mit Streetball vom Prügeln abzuhalten.,4380
2000,19:00,,,,PDS;Grüne,Scenariusz,"PDS und Grüne feiern den 1. Mai mit Musik, Kinderprogramm und „politischer Aufklärung“ von 13 bis 19 Uhr auf dem Kreuzberger Mariannenplatz.",4382
2000,19:00,,Kreuzberg,Kreuzberg,,Prasa / Berliner Kurier / Das Wichtigste auf einen Blick,"Uhr Treffpunkt Oranienplatz in Kreuzberg, 19 Uhr Start (über Wiener-,",4481
2000,20:00,,,,,Scenariusz,"- 20:00 – Walpurgisnacht „im Zeichen des Mittelalters"" – FEZ, Wuhlheide. Impreza w klimatie średniowiekowym. Wejście 15 Mark.",4342
2000,20:00,,Hellersdorf,Hellersdorf,,Scenariusz,"- 11 20 Uhr multikulturelles Bündnisfest gegen Rechts, Alice-Salomon-Platz, Hellersdorf.",4350
2000,20:00,,,,,Scenariusz,Fröhlicher wird die Walpurgisnacht ganz im Zeichen des Mittelalters ab 20 Uhr im FEZ in der Wuhlheide (Eintritt 15 Mark).,4374
2001,10:00,,,,ÖTV,Scenariusz / 1.05,10:00 ÖTV demonstration from ÖTV-Haus at Engeldamm 70,4630
2001,11:30,,Mitte,Mitte,,Przebieg za B.Z,"11.30 Uhr, Mitte, Rotes Rathaus",4649
2001,11:30,,Hohenschönhausen,Hohenschönhausen,,Przebieg za B.Z,"11.30 Uhr, Hohenschönhausen, S-Bahnhof Gehrenseestraße",4651
2001,12:00,,Mitte,Mitte;Tiergarten,,Przebieg za B.Z,"12 Uhr, Mitte, Tiergarten",4653
2001,13:30,,Prenzlauer Berg,Prenzlauer Berg,,Scenariusz / 30.04,"- 13:30 – Fußballturnier – Friedrich-Ludwig-Jahn-Sportpark, Prenzlauer Berg. Turnir dla zespołów z clubów młodzieży, zorganizowany jako część policyjnego programu deeskalacji (koncept „AHA"").",4620
2001,13:30,,,,,Przebieg za B.Z,"Rund 700 Neonazis marschieren. Die Demo, die Innensenator Werthebach verbieten wollte, das Verwaltungsgericht aber genehmigte. 300 Linke demonstrieren außerhalb des abgesperrten Kundgebungsplatzes. Triller-Pfeifen, ""Nazis raus""-Rufe. Um 13.30 Uhr fahren die Rechten in zwei Sonderzügen ab. 20 Festnahmen (12 Rechte, 8 Linke).",4652
2001,14:10,,Kreuzberg,Kreuzberg,,Przebieg za B.Z,"14.10 Uhr, Kreuzberg, Oranienplatz",4655
