rok,miasto,pole,tekst,plik
2008,PL,wiec,"Przemówienia rozpoczyna Jan Guz (NTP 2008)
Działacze SLD, SdPl, UP, PPS i mniejszych partii lewicowych oraz związkowcy z organizacji branżowych tradycyjnie spotkali się 1 maja przed siedzibą OPZZ przy ul. Kopernika. Po zakończeniu godzinnego wiecu chcieli jak co roku przemaszerować pod Sejm Nowym Światem i Wiejską. (Pochód musiał zmienić trasę 2008)
Relacja w DT tylko z wiecu pod OPZZ – przemawia Jan Guz, Wojciech Olejniczak, Sławomir Broniarz, Michał Syska (SdPL) i Marek Poniatowski (UP) (DT 2008)
Pokazany został najpierw wiec pod OPZZ, gdzie stoją Wojciech Olejniczak, który przemawia, obok niego Jan Guz, i potem Sławomir Broniarz. Na innym nagraniu najpierw pokazany jest Jan Guz (2008_TVP)",PL_1990-2019.md
2008,PL,kontra_lewica,Zebrani w okolicach placu Trzech Krzyży demonstranci nowolewicowi rzucają wyzwiska w stronę uczestników pochodu OPZZ/SLD (2008_TVP_pochod_panorama_polnoc),PL_1990-2019.md
2009,PL,Wydarzenia_alt,"- PPS składa wcześniej kwiaty na placu Grzybowskim, następnie przechodzi wspólnie z OPZZ, ale kończy wcześniej, na Wareckiej pod siedzibą redakcji Robotnika
- Kontrmanifestacja Falangi na trasie przemarszu
- 2 kwietnia 2009 roku w warszawskiej siedzibie OPZZ na zaproszenie przewodniczącego OPZZ Jana Guza odbyło się spotkanie w sprawie tegorocznych obchodów Święta Pracy. W spotkaniu wzięli udział przedstawiciele OPZZ, Sojuszu Lewicy Demokratycznej, Socjaldemokracji Polskiej, Unii Pracy, Polskiej Partii Socjalistycznej, RACJI Polskiej Lewicy, Unii Lewicy i Centralnego Klubu Weteranów Lewicy.  (...)  O godzinie 9.30 zostaną złożone wiązanki kwiatów pod Cytadelą i przy kamieniu upamiętniającym wydarzenia na Placu Grzybowskim w 1905 roku. Pod Cytadelą gospodarzem będzie Unia Pracy, a na Placu Grzybowskim – PPS. [Przegląd Socjalistyczny 2009](https://przeglad-socjalistyczny.pl/na-lewicy/187-1-maja--dwie-manifestacje)
- Kontrmanifestacja ONR: udzał bierze 6 osób (RP 2009)",PL_1990-2019.md
2009,PL,Apel,"1 MAJA – DZIEŃ SOLIDARNOŚCI W DOBIE KRYZYSU!
1 Maja to tradycyjne święto ludzi pracy. Od ponad stu lat, w rocznicę krwawych wydarzeń w 1886 r. w Chicago, kiedy to amerykańscy robotnicy wystąpili przeciwko zwolnieniom i wyzyskowi, w Polsce i na całym świecie pracownicy i związkowcy przypominają o swoich niezbywalnych prawach.
W roku 2009 przyjdzie nam obchodzić Święto Pracy w warunkach narastającego kryzysu gospodarczego, masowych zwolnień, wzrostu bezrobocia i spadku poziomu życia większości społeczeństwa.
Polska gospodarka stała się ofiarą światowego kryzysu gospodarczego wywołanego przez chciwość i manipulacje ponadnarodowych korporacji finansowych. Po raz kolejny okazało się, że słabo kontrolowana wolnorynkowa gospodarka nie ma recept i dobrych rozwiązań na zachłanność, maksymalizację zysku kosztem pracujących, równomierny i stabilny rozwój.
Kryzys, który rozpoczął się w Stanach Zjednoczonych Ameryki dosięgnął Polski, która ma też swój udział w jego powstaniu.
W całym kraju następują zwolnienia i obniżki płac. Różnice kursów walutowych uderzyły w ludzi inwestujących w swoje pierwsze mieszkanie.
W niektórych, słabo uprzemysłowionych regionach Polski, upadek przedsiębiorstw doprowadził do masowego bezrobocia i niemal klęski cywilizacyjnej.
Jednocześnie okazało się, że w naszym kraju jest wielu ludzi, którzy na biedzie i społecznej degradacji pracowników chcą się dorobić fortun i majątków.
Przy okazji"" kryzysu gospodarczego usiłuje się dokonać, niekorzystnych dla pracowników zmian w prawie pracy i ograniczyć uprawnienia związkowe.
Nie zapominajmy o elementarnej solidarności społecznej. Nie zapomnijmy o tym, że ciężar kryzysu gospodarczego powinni ponosić wszyscy – biedni i bogaci. To nie biedni wywołali obecny kryzys, zatem to nie biedni mają ponosić główne koszty błędnych decyzji bogatych.
**Święto Pracy – 1 Maja 2009 roku jest najlepszym dniem żeby o tym przypomnieć!**
Apelujemy do wszystkich pracowników, do ludzi którym na sercu leżą sprawy społeczne, dobro Polski, o liczny udział w tegorocznych obchodach Święta Pracy, w manifestacjach i spotkaniach.
Swoją obecnością pokażmy naszą troskę o zwalnianych i bezrobotnych, o zagrożonych utratą mieszkań, emerytów i rencistów, wykluczonych społecznie!
1 Maja pokażmy determinację w walce o równe rozłożenie ciężarów kryzysu, pokażmy naszą determinację w walce o solidarność społeczną!
Rada Ogólnopolskiego Porozumienia Związków Zawodowych
Warszawa, 31 marca 2009 r.",PL_1990-2019.md
2009,PL,TVP,"– W wiadomościach z 13 zdaje się że nic nie ma o obchodach Święta Pracy. Jest za to o piątek rocznicy wstąpienia do Unii przez Polskę, zaraz po informacji o zaginięciu polskiego kutra na Bałtyku. Ha! Jednak jest, i nawet pojawia się na nagraniu Krzysztof Ozdarski. *Święto kiedyś kojarzone z poparciem dla PZPR-u teraz przeciwnie – jest okazją do zamianifestowania sprzeciwu wobec rządzących*. Wyimek z przemówienia Guza, który utyskuje na działania rządu, choć większym radykalizmem wykazują się manifestanci nowolewicowi, Ikonowiczowscy. Znowu o akcji poznańskiej Naszości. W Niemczech znowu zamieszki w Berlinie i Hamburgu też. - | W Teleexpresie zaczyna się od rocznicy wejścia do Unii, jest też unijna propaganda sukcesu (choć są też koszty takie jak stocznia). Warszawski pochód określony jako największy, 1,5 tysiąca ludzi. Mniej demonstrujących niż w zeszłym roku, ale i tak najliczniejsi. Znowu byli na trasie narodowcy. 1 maja to też święto wędkarzy, i materiał o połowach szczupaka. Obchodzono też, na wyspie Wolin, pogańskie święto wiosny. Na granicy np. rozdawano róże w kolorach unijnych. - | W Panoramie też wstęp kontrastujący obecne pochody z tymi z okresu PRL. Podobno w Warszawie były 2 orkiestry. *Obrona praw pracowniczych i sprzeciw wobec polityki rządu* głównym motywem. Wywiad z Leszkiem Millerem, jest wyimek z przemówienia Jana Guza. W tle leci Pierwsza Brygada, a SLD wykorzystuje Święto by przypomnieć o sobie przed wyborami do Parlamentu Europejskiego. Są starcia pod pomnikami w Poznaniu, czy Krakowie. Romuald Rybiński mówi, że to nie jest święto komuchów, ale święto ludzi pracy. Grupy młodzieży ścierają się z policją, obrzucają ich petardami i butelkami - wybijanie szyb i takie tam sprawy. - | W Wiadomościach z 19:30 świąteczne wiadomości, ale zaczyna się od tragedii na Bałtyku ponownie. Na pl. Piłsudskiego dziennikarz, bo 5 lat temu wciągnięto tam flagę europejską – znów temat wcześniej niż transmisja z obchodów Święta Pracy. I znowu opowieści o tym, co się stało i co się zmieniło przez ostatnie 5 lat. Mowa o dopłatach i wielkich zmianach, do jakich dochodzi w tym czasie w kraju. Życie ludzi zmienia się po prostu na lepsze. Wałęsa na spotkaniu partii Libertas, której członkiem jest też Artur Zawisza? xdd. Polska Partia Pracy z takim samym hasłem, jak pochód pierwszomajowy (nie będziemy płacić za wasz kryzys). Ponadto europejska płaca minimalna. O pochodach – największy OPZZ-owski przechodzi przez ulice Warszawy. NA przedzie więcej ludzi z FMS, SLD, SdPL. Wywiad z panią, która chodziła od kiedy się urodziła. Telewizja raczej wywiady z politykami. Pokazują się Falangiści. Pochody kojarzą się głównie z PRL-em, mówi Michał Tracz z TVP. Dwa pochody w Warszawie, ten drugi, Ikonowicza, zdominowany przez młodych. Anarchiści też byli, spalili zdjęcie Henryki Bochniarz. Chwedoruk mówi o tym, że 1 maja cieszy się akceptacją wykraczającą poza polityczne deklaracje i manifestacje",PL_1990-2019.md
2009,PL,Wspolnie_OPZZ_PPS,Nie,PL_1990-2019.md
2009,PL,Miejsca_pamięci,"UP Przed pochodem, delegacje OPZZ i SLD: Brama Straceń bez delegacji
PPS przed pochodem, delegacje: Plac Grzybowski
PPS: Warecka",PL_1990-2019.md
2009,PL,Siedziba Robotnika,przedstawiciele PPS składają kwiaty (PS),PL_1990-2019.md
2009,PL,Plac Grzybowski,"Złożenie kwiatów, gospodarzem PPS. Wśród gości OPZZ (PS)
Wiązanki złożyly delegacje PPS, OPZZ, środowiska Krytyki Politycznej i Stowarzyszenia Młoda Demokracja (KZ 68/2009)",PL_1990-2019.md
2009,PL,Brama Straceń,"Gospodarzem UP, wśród gości ceremoni składania kwiatów OPZZ i SLD(TV SLD; PS)",PL_1990-2019.md
2009,PL,Plac Piłsudskiego,-,PL_1990-2019.md
2009,PL,kontra,"Kontrmanifestacja ONR – udział bierze 6 osób (RP 2009)
Podczas pikniku po pochodzie 1-majowym doszło do ataku skrajnie prawicowych bojówkarzy organizacji Falanga na siedzibę SLD przy ulicy Rozbrat.Bojówkarze wtargnęli na dziedziniec budynku przy Rozbrat. Zaczęli wyzywać osoby biorące udział w pikniku, po czym spalili czerwoną flagę SLD. Doszło także do szarpaniny z działaczami SLD, którzy chcieli usunąć oenerowców z siedziby Sojuszu.Dwóch członków SLD trafiło do szpitala, po tym jak działacze Falangi zaatakowali ich gazem pieprzowym. (lewica.pl)
Pochody próbowała zakłócić bezskutecznie kilkuosobowa, otoczona szczelnie przez policję grupa młodych ludzi w czarnych uniformach z flagami faszyzującej Falangi. ""Raz sierpem, raz młotem czerwoną hołotę!"", ""Nie Irlandia, nie Chicago. Praca w Polsce dla Polaków!"" - krzyczeli na pl. Trzech Krzyży falangiści w stronę OPZZ-owskiego pochodu.
Po komunikacie: ""Centra kapitalizmu zostaną obrócone w proch"", i odpaleniu kilku petard pochód zawrócił i ruszył w stronę Marszałkowskiej. Skandowano: ""Wolność, równość i socjalizm!"". Z okna kamienicy na Koszykowej poleciało jedno jajko (GW, 1 maja Ikonowicza)",PL_1990-2019.md
2009,PL,Pikniki,"Po pochodzie demonstranci udali się na dziedziniec siedziby SLD przy ul. Rozbrat, gdzie przy piwie, kiełbaskach i piosenkach z czasów PRL wspominali stare czasy. (RP 2009)
Podczas pikniku po pochodzie 1-majowym doszło do ataku skrajnie prawicowych bojówkarzy organizacji Falanga na siedzibę SLD przy ulicy Rozbrat (lewica.pl)
Przed gmachem Sejmu uczestnicy manifestacji zostali zaproszeni przez Grzegorza Napieralskiego do siedziby SLD na mały poczęstunek (DT 2009)",PL_1990-2019.md
2009,PL,Muzyka,"Gdy pochód dotarł pod Sejm, z głośników puszczono ""Międzynarodówkę"", orkiestra zagrała ""Marsz Pierwszej Brygady"" i manifestanci się rozeszli. (GW 2009)",PL_1990-2019.md
2009,PL,wiec,"Wszyscy uczestnicy wiecu [pod OPZZ] – min. przewodniczący ZZ Budowlani Zbigniew JAnowski, przewodniczący SLD Grzegorz Napieralski, przewodnicząca SdPL Sylwia Pusz, prewodniczący RN PPS Bogdan Gorski, wice Unii Pracy Marek Poniatowski, przewodniczący Ruchu Odnowy Gospodarczej im Gierka mówili o ... człowieka, nieufolności rządu w radzeniu sobie ze kutkami kryzysu gospodarczego, przypominano także o 5. rocznicy wstąpienia Polski do UE i zbliżających się wyborach (KZ 2.05.2009)
Za gazetą wyborczą – najpierw przemawia Jan Guz, potem Grzegorz Napieralski, potem Sylwia Pusz (SdPl) (1-majowe oblicza lewicy 2009)
Przemówienia spod OPZZ – skróty w DT 2009
W TVP po wstępie pokazane przemówienie Jana Guza spod OPZZ.
Zdjęcie ze sceny pod OPZZ, na której stoją panowie z flagami SLD, Unii Pracy, przewodniczący OPZZ Jan Guz (TVP 2009)",PL_1990-2019.md
2009,PL,Komitet organizacyjny,"2 kwietnia 2009 roku w warszawskiej siedzibie OPZZ na zaproszenie przewodniczącego OPZZ Jana Guza odbyło się spotkanie w sprawie tegorocznych obchodów Święta Pracy. W spotkaniu wzięli udział przedstawiciele OPZZ, Sojuszu Lewicy Demokratycznej, Socjaldemokracji Polskiej, Unii Pracy, Polskiej Partii Socjalistycznej, RACJI Polskiej Lewicy, Unii Lewicy i Centralnego Klubu Weteranów Lewicy.Wstępnie ustalono, że manifestacja w Warszawie przebiegać będzie trasą, taką jak w 2008 r., tj.: wiec przed siedzibą OPZZ przy ul. Kopernika i przemarsz ulicami: Świętokrzyską, Nowym Światem, przez Plac Trzech Krzyży, Wiejską pod Sejm. Początek manifestacji o godzinie 11.00.O godzinie 9.30 zostaną złożone wiązanki kwiatów pod Cytadelą i przy kamieniu upamiętniającym wydarzenia na Placu Grzybowskim w 1905 roku. Pod Cytadelą gospodarzem będzie Unia Pracy, a na Placu Grzybowskim – PPS.Ustalono, że kolejne spotkanie odbędzie się 16 kwietnia br. (przegladsocjalistyczny.pl 2009)
6 kwietnia 2009 r. w Warszawie odbyło się spotkanie w sprawie przygotowania tegorocznego pochodu pierwszomajowego. Wzięli w nim udział przedstawiciele Grupy anarcho - feministycznej, Komunistycznej Patii Polski, Lewicowej Alternatywy, Nowej Lewicy, Racji Polskiej Lewicy, Stowarzyszenia Wolność - Równość - Solidarność, Warszawskiej Grupy Anarchistycznej i Związku Syndykalistów Polski.Podjęto decyzję o organizacji wspólnego dla anarchistów i radykalnej lewicy pochodu 1 majowego. Tegoroczny pochód odbędzie się pod dwoma głównymi hasłami - sprzeciwu wobec kapitalizmu i przerzucania skutków kryzysu na ludzi pracy oraz protest przeciw reprywatyzacji budynków mieszkalnych.Wymienione organizacje wydadzą wspólny plakat zapraszający zwolenników walki o wyzwolenie społeczne i polityczne, pracowników, lokatorów i pozostałych warszawiaków do udziału w demonstracji.W tym roku warszawski pochód rozpocznie się o godz.11:00 na rondzie Ch. de Gaulle'a i przejdzie pod Giełdę Papierów Wartościowych oraz Urząd Rady Ministrów, a zakończy marsz pod PKPP Lewiatan. (przeglad socjalistyczny 2009)",PL_1990-2019.md
2009,PL,Frame_MayDay,"Ciekawe transparenty przygotowane przez OPZZ: O godne emerytury! Rządzie, gdzie są nasze pieniądze? Przez 35 lat uzbieraliśmy na swoją emeryturę i swoje życie (2009_TVP_Panorama_pochod)",PL_1990-2019.md
2010,PL,Wydarzenia_alt,"*Działacze Polskiej Partii Socjalistycz- ne wzięli udział w większości manifestacji w całym kraju. W Warszawie delegacje PPS złożyły kwiaty pod tablicą upamiętniającą bohaterów walk o wyzwolenie narodowe i społeczne przy Bramie Straceń Cytade- li Warszawskiej oraz pod kamieniem przy ulicy Wareckiej gdzie mieściła się siedziba PPS i redakcja „Robotnika”.* (Przegląd Socjalistyczny, 2/2010)
Około 150 osób wzięło udział w demonstracji pierwszomajowej w Warszawie organizowanej przez Nową Lewicę/Kancelarię Sprawiedliwości Społecznej, Pracowniczą Demokrację, Komunistyczną Partię Polski, młodzieżówkę Unii Pracy, Ogólnopolski Związek Bezrobotnych oraz redakcję pisma ""Dalej"". Wśród uczestników byli też członkowie Lewicowej Alternatywy oraz Inicjatywy Pracowniczej. (lewica.pl)",PL_1990-2019.md
2010,PL,Apel,"**1 MAJA 2010   -   Apel Ogólnopolskiego Porozumienia Związków Zawodowych**
•    1 Maja – Święto Pracy, nasze Święto!
•    1 Maja – dniem solidarności z ofiarami kryzysu!
•    1 Maja – dniem walki z ubóstwem i wykluczeniem społecznym!
1 Maja to tradycyjne święto ludzi pracy. Od ponad stu lat, w rocznicę krwawych wydarzeń w 1886 r. w Chicago, kiedy to amerykańscy robotnicy wystąpili przeciwko zwolnieniom i wyzyskowi, w Polsce i na całym świecie pracownicy i związkowcy przypominają o swoich niezbywalnych prawach.
1 Maja 2010 roku dla polskich pracowników nie jest powodem do radości. Pomimo oświadczeń rządu, że Polska jest jedynym krajem w Europie, który nie doznał skutków kryzysu, w Polsce jest coraz mniej pracy. Bezrobocie osiągnęło najwyższy od lat poziom. Spadają płace realne, pogarsza się byt wielu polskich rodzin, rośnie rozwarstwienie społeczne, rośnie deficyt budżetowy.
Spotykając się w dniu Święta Pracy na tradycyjnych manifestacjach, wiecach i majówkach pokażemy nasze niezadowolenie z warunków pracy i życia Polaków. Będziemy przypominali partii rządzącej, że Polska nie jest „zieloną wyspą” premiera Donalda Tuska, że fascynacja prezydenckimi prawyborami nie może zasłonić rzeczywistych problemów społecznych w Polsce.
W dniu Święta Pracy bądźmy solidarni z tymi, którzy stracili pracę, z tymi którzy są zagrożeni jej utratą, z ludźmi którzy mając pracę wegetują na skraju ubóstwa.
Rok 2010 został ogłoszony przez Radę Unii Europejskiej Europejskim Rokiem Walki z Ubóstwem i Wykluczeniem Społecznym. 1 Maja - w dniu Święta Pracy powinniśmy szczególnie pamiętać o ludziach biednych, ludziach ekonomicznie i społecznie wykluczonych.
W Europejskim Roku Walki z Ubóstwem i Wykluczeniem Społecznym w dniu 1 Maja, w dniu Święta Pracy będziemy się domagać:  •    Gwarantowanego i dostatecznego dochodu minimalnego dla wszystkich!
•    Natychmiastowej pełnej ratyfikacji Zrewidowanej Europejskiej Karty Społecznej!
•    Przestrzegania prawa pracy i godności pracy każdego obywatela!
•    Bezpłatnej pomocy prawnej dla ludzi ubogich i wykluczonych!
•    Wysokiej jakości usług socjalnych i społecznych!
•    Godnego wynagrodzenia za wykonywaną pracę!
•    Wprowadzenia w życie aktywnej polityki społecznej!
•    Bezpłatnej ochrony zdrowia!
Apelujemy do wszystkich pracowników, związkowców, do ludzi którym na sercu leżą sprawy społeczne, dobro Polski, o liczny udział w tegorocznych obchodach Święta Pracy, w manifestacjach, wiecach, spotkaniach i majówkach.
Prezydium  Ogólnopolskiego Porozumienia  Związków Zawodowych  Warszawa, 16 marca 2010 r.",PL_1990-2019.md
2010,PL,TVP,"Wiadomości o 13. Znowu to samo – pochody przechodzą, ale to już nie jest to samo, co za czasów PRL. Mimo złej pogody przeszli związkowcy. W Kaliszu Solidarność. Naprawdę bardzo mały pochodzik. Jest o historii Święta Pracy, Międzynarodówce, jest też nieprawdziwa informacja że obchodzimy w Polsce Święto Pracy od początku XX wieku
Po raz pierwszy (?) 1 i 3 maja nie można robić zakupów.
Teleexpress o 17. Tutaj najpierw o sytuacji w Berlinie, o zamieszkach i obawach mieszkańców miasta. W Polsce natomiast nieco mniej ludzi niż 25 lat temu, mówi Pani. PPS, KSS i OPZZ – 3 pochody w Warszawie. Bardzo krótko, następny materiał o *pochodzie polaków w stronę grilla*. Święto pochodów (małych, o których niewiele zostało powiedziane) przeciwwstawione grillowaniu Polaków
W Panoramie najpierw o majówkowaniu i grillowaniu. Jest o dotacjach unijnych, i o tym jak fajnie jest w Europie – że granice otwarte, drogi lepsze. Po materiale o majówkach, pojawia się relacja z pochodu – tuż za Pacanowem i wypowiedzią Koziołka Matołka. 1 maja w Polsce... *są jeszcze tacy, dla których pierwszomajowy pochód to tradycja*. Wyimek z Jana Guza – na poczatkach święta walczono o konkretne rozwiązania. Mowa o emeryturach Jana Guza. Ale jest to też dyskusja o roli związków zawodowych, wypowiedź związkowca. 13 raz w pochodzie w Katowicach idą bezdomni. Solidarność w Bazylice Kaliskiej obchodzi, razem z pracodawcami. Wypowiada się Janusz Śniadek, ówczesny przewodniczący święta.
1 maja *w cieniu katastrofy.* To nie było radosne święto, kilkaset osób w Warszawie, pada deszcz. Napieralski mówi o złej sytuacji pracowników na pochodzie, ale warszawskiemu pochodowi nie poświęcono przesadnie wiele miejsca. Po raz kolejny zestawione z archiwalnymi materiałami z czasów PRL. Jest o przymusie, o przyjaźni polsko-radzieckiej. O tym, jak rzucano wtedy do sklepów. **Są nagrania z pochodów po roku 1989**. I chociaż są mniejsze, to jednak są tacy, którzy wciąż je obchodzą. Po raz kolejny Solidarność idzie do Kalisza",PL_1990-2019.md
2010,PL,Wspolnie_OPZZ_PPS,Nie,PL_1990-2019.md
2010,PL,Miejsca_pamięci,"UP, delegacja PPS (OPZZ?): Brama Straceń bez delegacji
PPS: Warecka
przed pochodem OPZZ i SLD, gospodarz PPS: Plac Grzybowski",PL_1990-2019.md
2010,PL,Siedziba Robotnika,"działacze PPS składają kwiaty (PS). Przybywa też delegacja z OPZZ, wszystko odbywa się przed właściwym pochodem (Kronika Związkowa)",PL_1990-2019.md
2010,PL,Plac Grzybowski,nie ma informacji o składaniu kwiatów na placu Grzybowskim w PS,PL_1990-2019.md
2010,PL,Brama Straceń,"UP i delegacja PPS, SdPL oraz OPZZ składają kwiaty pod Bramą Straceń (dzieje.pl)",PL_1990-2019.md
2010,PL,Plac Piłsudskiego,-,PL_1990-2019.md
2010,PL,Pikniki,"Zginęli tam też wybitni przedstawiciele lewicy. To przykre, że nie mogą dziś iść z nami – mówił przewodniczący OPZZ Jan Guz. Po przemówieniach pochód ruszył pod Sejm, a stamtąd na piknik na dziedzińcu siedziby SLD przy ul. Rozbrat. (RP 2010, JJG)",PL_1990-2019.md
2010,PL,kontra,Brak informacji o jakichkolwiek kontrach i starciach z prawicowymi demonstrantami,PL_1990-2019.md
2010,PL,wiec,"Zaczyna się od minuty ciszy dla uczczenia ofiar katastrofy Smoleńskiej. Oczywiście pierwsze przemówienie przewodniczącego OPZZ, ale *po przemówieniACH pochód ruszył pod Sejm* (NTP 2010)
W 2010 pokazano fragment przemówienia Domańskiego z SdPL pod OPZZ-em. Tylko wywiad z Napieralskim, który mówi, że spotykami sie w solidarności z ludźmi pracy w wywiadzie (TVP 2010)",PL_1990-2019.md
2011,PL,Apel,"Apel Ogólnopolskiego Porozumienia Związków Zawodowych ,,O godne obchody Święta Pracy” 1 Maja 2011 roku.
Szanowne Koleżanki i Koledzy związkowcy! Ludzie pracy!
W tym roku na ziemiach polskich będziemy już po raz 121 obchodzić Święto Pracy. Święto, które historycznie łączy w sobie walkę o sprawiedliwość i niepodległość naszego kraju.
Od 1890 roku w dniu 1 Maja, **Międzynarodowym Dniu Solidarności Ludzi Pracy**, na ulice polskich miast wychodzili pracownicy, związkowcy, działacze partii lewicowych, aby pokazać swoje przywiązanie do idei równości i sprawiedliwości społecznej, aby pokazać swoje przywiązanie do przestrzegania prawa pracy, do walki z rozwarstwieniem społecznym, dyskryminowaniem pracowników i bezrobociem.
Dzisiaj te wartości, w imię których od lat manifestują pracownicy i związkowcy są nadal ważne, nadal musimy pokazywać, że świat pracy będzie bronił prawa do godnego życia. We współczesnej Polsce jest ogromne rozwarstwienie poziomu życia, które skutkuje wykluczeniem społecznym wielkich grup społecznych i całych regionów.
Jednocześnie istnieją bieguny bogactwa, wydzielone osiedla otoczone ochroniarzami, gdzie elita społeczna separuje się od normalnych obywateli.
Polska, choć formalnie od 1 Maja 2004 roku jest krajem Unii Europejskiej, radykalnie odbiega od standardów unijnych.
W Polsce mamy najwięcej w Unii pracowników zatrudnionych na różnego typu umowy cywilno-prawne i okresowe, w wyniku czego mamy drugą kategorię obywateli, których prawa ekonomiczne są ograniczone.
W Polsce mamy największy w Europie wskaźnik niedożywionych dzieci i ludzi żyjących na skraju nędzy.
O tym wszystkim musimy 1 Maja przypomnieć
. Dlatego też Ogólnopolskie Porozumienie Związków Zawodowych apeluje o godne uczczenie w 2011 roku Święta Pracy, o przypomnienie nierozwiązanych przez kolejne rządy problemów polskich pracowników! Niech się święci 1 Maja 2011! Rada Ogólnopolskiego Porozumienia Związków Zawodowych Warszawa, 9 marca 2011 r",PL_1990-2019.md
2011,PL,Wydarzenia_alt,"–_Podczas uroczystości w Warszawie delegacje Polskiej Partii Socjalistycznej z udziałem przedstawicieli OPZZ i SLD złożyły kwiaty pod kamieniem na Placu Grzybowskim upamiętniającym wydarzenia z listopada 1904 roku, które zapoczątkowały Rewolucję 1905 roku. Delegacja Unii Pracy z udziałem OPZZ i SLD złożyła również kwiaty przy Bramie Straceń na warszawskiej Cytadeli, gdzie zginęło wielu najznakomitszych przedstawicieli polskiej lewicy w okresie do 1918 roku._ [[Doktorat/03_Dane/Polska/Prasa_opisy/@PrzegladSocjalistyczny142011|@PrzegladSocjalistyczny142011]]- |“Współczesne treści 1 Maja Komisja Historyczna PPS i Ogólnopolskie Porozumienie Związków Zawodowych byli organizatorami debaty „Treści 1 Maja, geneza i tradycje a współczesne wyzwania”, która odbyła się w dniu 27 kwietnia 2011 roku w Warszawie. Podstawowy referat przypominający tradycję święta oraz jego historyczne uwarunkowania wygłosił Leonard Dubacki, członek kolegium redakcyjnego „Przeglądu Socjalistycznego”. Wypowiadało się kilkanaście osób z różnych środowisk lewicy społecznej i związków zawodowych.” (“Przegląd Socjalistyczny 1-4/2011”, 2011, p. 182)Pod koniec wiecu wypuszczone zostały gołębie, podobnie jak w 2010 roku. Dlaczego? Skąd ten pomysł?- |O godz. 13 przed Świątynię przyjechała z pl. Piłsudskiego replika pierwszego papamobile z 1979 r. Ale wszyscy czekali na kulminacyjny moment, czyli odsłonięcie wielkiego obrazu Jana Pawła II zrobionego ze zdjęć nadesłanych przez Internet do Centrum Opatrzności Bożej. (RP 2011)
10. Ogólnopolska Pielgrzymka Robotników w Kaliszu
Kancelaria Sprawiedliwości Społecznej, we współpracy z Komunistyczną Partią Polski, RACJĄ Polskiej Lewicy, Pracowniczą Demokracją oraz Nurtem Lewicy Rewolucyjnej zorganizował Marsz Pustych Garnków. Początek na rondzie de Gaulle'a. W wiecu i pochodzie wzięli też udział członkowie Polskiej Partii Pracy - ""Sierpień 80"", RACJI Polskiej Lewicy, Ogólnopolskiego Związku Bezrobotnych,  Pracowniczej Demokracji, Lewicowej Alternatywy i Inicjatywy Stop Wojnie wraz ze społecznością syryjską.",PL_1990-2019.md
2011,PL,TVP,"- **Wiadomości o 13.** Jan Paweł II błogosławiony – to pierwsza wiadomość w Wiadomościach z 2011 roku. Tłumy w Łagiewnikach, w całej Polsce wszyscy świętują beatyfikację Jana Pawła II, mówi spikerka TVP. *Wszyscy tego dnia chcieli być wyjątkowo blisko Jana Pawła II*. Donald Tusk przyjechał tego dnia do Wadowic. W Warszawie na Wilanowie w Świątyni wyjątkowy portret JP2.  Niemal całe wiadomości o beatyfikacji i papieżu. No i 7 lat Polski w Unii, to ostatnia wiadomość w tym wydaniu. Nic o Święcie Pracy 
- Teleexpress też o papieżu. Jest też relacja z placu Piłsudskiego, gdzie stanął telebim, przed którym tłumy ludzi oglądały transmisję z beatyfikacji. Ale, pojawia się info o manifestacji przed Stocznią Szczecińską, gdzie *zorganizowano centralne obchody*. Było 200 osób, ale były też inne miasta. Około 100 osób w Warszawie przed siedzibą OPZZ. Bardzo skrótowo, kilka zdjęć i nic więcej
- Panorama o 18 też nadawana z Watykanu, o papieżu. Ale dają powiedzieć 2 słowa Janu Hartmannowi. Po pół godzinie papieżowania pojawia się relacja z wiecu warszawskiego OPZZ. Guz mówi o prawie do godnej pracy, godnego wynagrodzenia, zabezpieczanie emerytalno-rentowego. SLD przenosi się do Szczecina, o czym też jest w programie. O 21:37 wezwanie, by Polacy znów byli razem xdd
- Wiadomości o 19 nadawane z Watykanu xd. Całe wiadomości, od początku do końca o papieżu – pokazane uroczystości, rola w obaleniu komuny i przywróceniu wolności, wspomnienia przyjaciół i głosy Polaków.",PL_1990-2019.md
2011,PL,Wspolnie_OPZZ_PPS,Nie,PL_1990-2019.md
2011,PL,Miejsca_pamięci,"UP i SLD: Brama Straceń
delegacje PPS, OPZZ i SLD: Plac Grzybowski",PL_1990-2019.md
2011,PL,Siedziba Robotnika,Uczestnicy Marszu Pustych Garnków udają się pod siedzibę Robotnika i kamień upamiętniający to miejsce (lewica.pl),PL_1990-2019.md
2011,PL,Plac Grzybowski,delegacje PPS z udziałem przedstawicieli OPZZ i SLD składają kwiaty (PS),PL_1990-2019.md
2011,PL,Brama Straceń,"delegacja UP z  PPS, OPZZ i SLD składa kwiaty (PS, Związkowiec)",PL_1990-2019.md
2011,PL,Plac Piłsudskiego,-,PL_1990-2019.md
2011,PL,Pikniki,Brak informacji o festynie/pochodach – centralne obchody SLD przeniesione do Szczecina (JJG),PL_1990-2019.md
2011,PL,kontra,Brak informacji o jakichkolwiek kontrach i starciach z prawicowymi demonstrantami,PL_1990-2019.md
