rok,miasto,pole,tekst,plik
1998,PL,Plac Grzybowski,"W poprzednich latach delegacja składa wieniec, uczestnicy kwiaty. Brak potwierdzenia dla 1998 (TVP, DT, ŻW, GW, NTP)",PL_1990-2019.md
1998,PL,kontra,"Tradycyjne próby blokady pochodu pod bramą Uniwersytetu, lecą w stronę manifestantów jajka – tak samo, jak na placu Grzybowskim, gdzie trafiony zostaje Leszek Miller. Twierdzi on, że choć prawica wygrała, to sytuacja ta jest tylko przystankiem, i lewica znów będzie u władzy. Gdy to mówi, tuż pod sceną wybucha petarda. (TVP 1998)
Do pierwszego starcia z młodzieżówką ROP doszło przy bramie Uniwersytetu. Tam prawicowcy zaatkowali manifestantów okrzykami i jajami. Przeciwnicy pochodu zebrali się też na placu Grzybowskim, gdzie rozgorzała prawdziwa wojna na okrzyki, gwizdy i oklaski. Przemawiający z trybuny Leszek Miller został trafiony jajkiem. Niezarażony, ściągnął marynarkę i kontynuował przemówienie (ŻW 2-3.5.1998) (ŻW 1998)
Połączony pochód starł się przed Uniwersytetem z około 30 sympatykami Ligi Republikańskiej i ROP. Nie szczędzono sobie epitetów, posypały się jajka i petardy. Tylko szybka akcja policji, która nawet konno ochraniała demonstrację, zapobiegła bójce między najbardziej agresywnymi demonstrantami. (RP 1998)
Przy placu Grzybowskim -- na końcu trasy -- czekała na lewicę kolejna, tym razem blisko trzykrotnie liczniejsza grupa sympatyków Ligi Republikańskiej oraz skinheadzi z Narodowego Odrodzenia Polski. Rozpoczęły się wzajemne przekrzykiwania i przepychanki (""SLD -- KGB"", ""AWS łże jak pies"", ""Kukliński, ile ci dali? "", ""Do kołchozu"") , które wzmogły się podczas wystąpień liderów lewicy. (RP)
Na wysokości Uniwersytetu Warszawskiego czekali - odgrodzeni przez policję - członkowie młodzieżówki ROP i Ligi Republikańskiej. Kilku młodych prawicowców w robotniczych kaskach dźwigało nosze z kukłą imitującą ciało robotnika, owiniętą biało-czerwoną flagą. Na zwolenników SLD poleciały jajka. Mało brakowało, a doszłoby do bójki. (GW 1998)
Spokojnie było na tzw. trybunie honorowej, czyli schodach kościoła Św. Krzyża. Corocznie gromadzą się tam antykomuniści, by wykrzyczeć swoją nienawiść (DT 1998)",PL_1990-2019.md
1998,PL,Pikniki,"W południe na ul. Rozbrat rozpocznie się ""Pierwsza Majówka, czyli Europa dla Ludzi Pracy"", organizowana przez Warszawskie Stowarzyszenie Promocji Pracy. Atrakcją ma być m. in. obecność redakcji ""Trybuny"", ""Nie"" i ""Przeglądu Tygodniowego"" oraz możliwość sfotografowania się z Danutą Waniek, Piotrem Gadzinowskim lub innym parlamentarzystą czy radnym lewicy. Ponadto odbędą się pokazy straży pożarnej oraz koncerty Country Road, Romy, Voxu itp. Oczywiście grochówka, kiełbaski, piwo. Podczas festynu udzielane będą informacje o Unii Europejskiej, której flaga zawiśnie obok polskiej. (RP 1998)
Po pochodzie jego uczestnicy zostaną zaproszeni na majówkę organizowaną przez Warszawskie Stowarzyszenie Promocji Pracy na ul. Rozbrat. (GW)",PL_1990-2019.md
1998,PL,Komitet organizacyjny,"In 1998 in DT information that parade co-organized by PPS, SdRP and OPZZ",PL_1990-2019.md
1998,PL,wiec,"[Na wiecu] przemawiali liderzy. (NTP 1998)
Przemówieniom liderów SLD na placu Grzybowskim towarzyszyły gwizdy prawicowców. Przeważał temat ""nędzy panującej w społeczeństwie, zagrożenia utratą pracy"". Tylko Leszek Miller koncentrował się na wątku międzynarodowym: - Podziękujmy amerykańskiej lewicy i prezydentowi Clintonowi za to, że dzięki ich zabiegom amerykański Senat zatwierdził nasze wejście do NATO. (GW 1998)
Wiec odbywa się na placu Grzybowskim, gdzie przemawiają liderzy lewicy – Ikonowicz, Miller. Żadnych informacji o przemówieniach spod OPZZ (DT 1998)
TVP nie pokazuje żadnych przemówień spod OPZZ, tylko z placu Grzybowskiego, gdzie przemawiają politycy (oraz związkowcy) (TVP 1998)",PL_1990-2019.md
1999,PL,Ważne,"Najbardziej kontrowersyjnym wydarzeniem z tegorocznych obchodów 1 maja były bez wątpienia starcia kontrmanifestantów z Ligi Republikańskiej z uczestnikami obchodów pierwszomajowych. W każdym mieście, w którym odbywające się uroczystości zostały opisane przez Gazetę Wyborczą – Warszawa, Gdańsk, Kraków, Łódź, Koszalin, Bydgoszcz, Toruń, Poznań, Włocławek, Radom – pojawiła się Liga lub inne formy/osoby protestujące. Ich obecność najdrastyczniej zaznaczyła się w Warszawie, gdzie jeden z uczestników pochodu oraz dwóch dziennikarzy zostało ranionych petardą rzuconą z tłumu. Po tej kulminacji, w następnych latach skala i intensywność podobnych zdarzeń zdecydowanie zmalała, a pochody odbywała się w spokojniejszej atmosferze. Jak zgryźliwie odnotowano w Nowym Tygodniku Popularnym: *Tradycyjnie w pochodzie pojawiła się Liga Republikańska. W tym roku mniej liczna, bo większość jej członków pracuje w agendach rządowych, w tym w UOP-ie.* Wyborcza podaje z kolei, że w związku z wydarzeniami z Warszawy Ikonowicz złożył o delegalizację Ligi Republikańskiej, w czym poparł go Leszek Miller. Mariusz Kamiński, lider LR, uznał te stwierdzenia za pomówienia, i zapowiedział złożenie pozwu przeciwko Ikonowiczowi. Stanisław Nowakowski, redaktor naczelny NTP ostrzega przed zagrożeniem dla demokracji płynącym ze strony prawicy, w szeregach której są politycy prowokujący agresję, zamiast ją zwalczać. Kolejnym przykładem tego problemu jest ustawa lustracyjna, której pierwsze ofiary to przewodniczący RS AWS. To dowód na *bezmyślność* polskiej prawicy",PL_1990-2019.md
1999,PL,Opis fasady,"Tegoroczne obchody mają bardzo wyraźny rys polityczny, wymierzony w obecnie rządzącą koalicję, reprezentowaną przez postać Leszka Balcerowicza i Mariana Krzaklewskiego. Co ciekawe, w obchodach po raz pierwszy uczestniczyli przedstawiciele środowisk dotychczas nie biorących udziału w obchodach – Samoobrony, związku zawodowego ""Sierpień 80'"" i ""Solidarność '80"". Andrzej Lepper widziany był z czerwonymi goździkami – symbolem święta z okresu PRL, których produkcja po roku 1990 w Polsce miała się załamać (jak pisze w tym samym roku na łamach Polityki Anna Sal). Na proteście pojawia się marionetka Jerzego Buzka",PL_1990-2019.md
1999,PL,Znaczenie,"*Tegoroczny Pierwszy Maja – mówił Józef Wiaderny, przewodniczący OPZZ – nie jest radosnym świętem. Jest dniem protestu przeciw rządom prawicy, które prowadzą do biedy ludzi pracy i są nieszczęściem dla Polski.* W podobnym tonie pisze o tym Nowakowski w zaproszeniu na warszawskie obchody, zapraszając na nie *wszystkich, którzy chcą się przeciwstawić nadchodzącej klęsce*.",PL_1990-2019.md
1999,PL,Uczestnicy,"Wyborcza – ""kilka tysięcy osób"". Życie Warszawy – ""kilkudziesięciotysięczny pochód"".",PL_1990-2019.md
1999,PL,Odwołania_historyczne,"** Jacek Kasprzyk z PPS-u ubolewa nad upolitycznieniem święta w 3RP pisząc w ten sposób: *Czy dzisiaj Święto Pracy musi się kojarzyć z popieraniem tej czy innej partii, czy też raczej powinno symbolizować interes różnych warstw społeczeństwa, pokazywać, że istnieje wspólny mianownik konieczny do spokojnej koegzystencji? Nie było to przecież z założenia święto opcji politycznej. Powstało jako wyraz niezgody i buntu na rodzaj akumulacji kapitału w USA. Wyraz determinacji nie w obronie przywilejów, ale większego udziału robotników w podziale dochodu*",PL_1990-2019.md
1999,PL,Wydarzenia_alt,"kwiaty pod Cytadelą Warszawską składane przez UP. Potencjalnie również przedstawiciele innych środowisk
Festyn ""1-sza Majówka"" pod siedzibą SLD po pochodzie na Rozbrat
Relacja w Trybunie nie wspomina o składaniu kwiatów",PL_1990-2019.md
1999,PL,Apel,"Apel Rady Ogólnopolskiego Porozumienia Związków Zawodowych
1 Maja 1999 dniem naszego protestu
1 Maja 1999 roku będzie dniem naszego protestu. Protestu przeciwko władzy, która wprowadza w arogancki, bezrozumny sposób, cztery wielkie reformy społeczne. Protestu przeciwko władzy, która ""schładzając"" polską gospodarkę prowadzi do spadku produkcji, zwiększenia bezrobocia, a w konsekwencji pogarszania się warunków życia polskiego społeczeństwa.
Protestujemy przeciwko
- wzrostowi kosztów utrzymania i brakowi działań osłonowych,
- ""schładzaniu gospodarki"", które prowadzi do spadku produkcji w większości polskich przedsiębiorstw, a w konsekwencji do wzrostu bezrobocia,
- likwidacji setek tysięcy miejsc pracy, a nawet całych branż, co pozbawiło środków do życia ogromne rzesze rodzin pracowniczych,- nieprzemyślanej reformie służby zdrowia, która doprowadziła do wzrostu kosztów leczenia i uniemożliwiła korzystanie z bezpłatnej opieki zdrowotnej setkom tysięcy obywateli,
- ograniczaniu dostępu do nauki, a szczególnie szkolnictwa wyższego, dzieciom i młodzieży z rodzin o niskich dochodach,
- dalszemu spadkowi poziomu życia emerytów, rencistów i całej sfery budżetowej w związku z brakiem konkretnych uregulowań prawnych.
Związki zawodowe wielokrotnie ostrzegały przed narastającym kryzysem finansów państwa i samorządów. Dlatego domagamy się nowelizacji budżetu państwa.
Wielokrotnie dochodziło do rozmów z ministrem pracy i polityki socjalnej. Trwały rozmowy w Komisji Trójstronnej, gdzie upadały kolejne projekty rozwiązań zgłaszane przez OPZZ. Nie zamierzamy nadal uwiarygodniać obecnego rządu. Zawiesiliśmy udział w Komisji Trójstronnej.
1 Maja 1999 roku jest więc protestem przeciwko polityce rządu, któremu w istocie dialog społeczny jest obcy.
Apelujemy do Was, Koleżanki i Koledzy związkowcy, do Was pracownicy i weterani pracy, o udział w obchodach pierwszomajowych. Zamanifestujmy swą siłę i jedność.
W naszym wspólnym interesie.",PL_1990-2019.md
1999,PL,TVP,"Reporter spod OPZZ zaczyna od ciekawostki – wielu myśli, że Święto Pracy zaczęło się w państwach socjalistycznych, ale tak naprawdę jego historia jest znacznie dłuższa. Starcia pod bramą UW, pojawia się Adrian Zandberg z czerwoną flagą. *SLD-KGB* krzyczą Ligowcy. *To jest wasza demokracja* odpowiadają uczestnicy pochodu, raczej ci z PPSu. Jest zdjęcie zranionego petardą Dunina-Wąsowicza, i wypowiedź Ikona o potrzebie delegalizacji Ligi Republikańskiej. U prezydenta 700 gości. Pod OPZZ *wszystkie partie lewicowe*. Pochód w stronę placu Grzybowskiego",PL_1990-2019.md
1999,PL,Organizacje,"Solidarność 80
Sierpień 80
Samoobrona
SLD
PPS",PL_1990-2019.md
1999,PL,Wspolnie_OPZZ_PPS,Tak,PL_1990-2019.md
1999,PL,Miejsca_pamięci,"UP: Brama Straceń (delegacja SdRP/OPZZ?)
?: Plac Grzybowski – jest wiec, brak info o składaniu kwiatów
PPS: Warecka?",PL_1990-2019.md
1999,PL,Siedziba Robotnika,PPS zwykle składa kwiaty pod siedzibą Robotnika – brak informacji co dzieje się w tym roku,PL_1990-2019.md
1999,PL,Plac Piłsudskiego,-,PL_1990-2019.md
1999,PL,Brama Straceń,"UP samodzielnie składa kwiaty. Podejrzewam, że możliwe, że później również SLD i OPZZ (DT)",PL_1990-2019.md
1999,PL,Plac Grzybowski,"Plac Grzybowski koniec pochodu i wiec. Brak info o składaniu kwiatów (TVP, GW, RP, NTP, ŻW, PWZ, KZ)",PL_1990-2019.md
1999,PL,kontra,"Tradycyjnie też uczestniczyła w pochodzie Liga Republikańska. Mniej liczna, bo większość jej członków pracuje w agendach rządowych, w tym w UOP-ie. Jednak w tym roku omal nie doszło do tragedii. Rzucona w tłum na wiecu petarda ciężko zraniła prof. Krzysztofa Dunin-Wąsowicza, legendę PPS-u oraz dwóch dziennikarzy (NTP 1999)
Incydent z petardą nie był jedynym podczas warszawskiego pochodu. Wcześniej, przed Uniwersytetem Warszawskim, członkowie organizacji prawicowych i lewicowych obrzucali się nawzajem jakami, kwiatami, pomidorami i kubeczkami ze śmietaną. Gdy pochód się rozchodził, młodzieżówka PPS zaatakowała kijami członków Ligi Republikańskiej. Policja zatrzymała kilku młodych ludzi z PPS. Piotr Ikonowicz twierdzi, że działali oni w obronie własnej (ŻW 1999)
Starcia pod bramą UW.  *SLD-KGB* krzyczą Ligowcy. *To jest wasza demokracja* odpowiadają uczestnicy pochodu, raczej ci z PPSu.  (TVP 1999)
Jednak z materiału filmowego ""Wiadomości"" TVP wynika, że petardę najprawdopodobniej rzucił w uczestników manifestacji młody mężczyzna ubrany w koszulkę prawicowej Ligi Republikańskiej. Upadła u nóg jednej z uczestniczek pochodu. Ta odrzuciła ją tak pechowo, że odbiła się ona od drzewa i wybuchając, zraniła dziennikarza i kamerzystę telewizji RTL 7, oraz członka PPS prof. historii Krzysztofa Dunina-Wąsowicza (GW 1999(
Liga Republikańska organizuje ogólnopolską akcję popierającą wprowadzenie ustawy dekomunizacyjnej. Wydrukowano kilkanaście tysięcy plakatów, ulotek i broszur tłumaczących ideę ustawy, która w czerwcu ma być tematem debaty w parlamencie. W największych miastach Polski Liga zorganizuje happeningi. W Warszawie pod bramą Uniwersytetu działacze Ligi przywitają pochód pierwszomajowy. (RP 1999(
Połączony pochód - około 5 tysięcy osób, starł się przed Uniwersytetem Warszawskim z sympatykami Ligi Republikańskiej, Ruchu Młodego Pokolenia i Niezależnego Zrzeszenia Studentów. Posypały się jajka, pomidory i petardy. (RP 1999(
Na schodach kościoła zebrała się grupa osób uwieczniona na relacji z TVP. Ich interakcje z uczestnikami pochodu nie doczekały się jednak komentarza ze strony mediów – najprawdopodobniej nie były intensywne. Pod Uniwersytetem Warszawskim, po obu stronach ulicy, stoją kontrmanifestanci. Pojawia się flaga Ruchu Młodego Pokolenia (TVP 1999)",PL_1990-2019.md
1999,PL,Pikniki,"Festyn ""1-sza Majówka"" po pochodzie pod siedzibą SLD na ulicy Rozbrat (DT)
Po pochodzie na ulicy Rozbrat zorganizowano piknik (...) Na pikniku można było posłuchać występów i porozmawiać z politykami (TP)",PL_1990-2019.md
1999,PL,wiec,"Tegoroczny Pierwszy Maja – mówił WITAJĄC przybyłych, Józef Wiaderny – nie jest radosnym świętem (NTP 1999(
W trybunie spod OPZZ pojawia się tylko relacja z przemówienia Wiadernego. Potem Miller, Ikonowicz, Lepper, Szymańczyk, Cybulska z Solidarności 80 ale to już na placu Grzybowskim, gdzie odbywa się główny WIEC (DT 1999)
Relacja TVP zaczyna się spod OPZZ, słychać w tle jakieś przemówienie – ale nie bardzo wiadomo kto, co i po co mówi. Potem pojawia się krótki fragment przemówienia Józefa Wiadernego pod OPZZ. Na placu Grzybowski fragment przemówienia Leszka Millera (TVP 1999(",PL_1990-2019.md
2000,PL,TVP,"pochód zaczyna się od OPZZ, przemówienie Wiadernego – *nie ma naszej zgody na polską biedę*. Pojawia się kukła premiera Buzka, przepasana napisem *Marianetka*. Nie dochodzi do regularnych starć, policja i barierki odgradzają działaczy PPS i Ligi Republikańskiej od siebie. Protest przeciwko włądzy– każdy kto ma jej dość i chce występować w imieniu ludzi pracy, niech idzie z nami. Pod OPZZ rozłożone są plastikowe flagi, niebieskie z logiem OPZZ i napisem ""1 maja OPZZ"". *Nawet zadowolony z siebie rząd Buzka i Balcerowicza musiał przyznać, że bezrobocie jest największą plagą dla polski*, mówi Wiaderny. Dalej widzimy transparent z Główczyc, z napisem 37% bezrobotnych i liczbą <1447> (pewnie liczba mieszkańców). Pojawia się jeszcze kilka własnoręcznie robionych transparentów, w tym *Nie pozwolimy aby nasze dzieci żyły w nędzy*. Jest też tczewska organizacja bezdomnych i bezrobotnych, domagająca się na swoim transparencie *Pracy i Chleba*. Są również bezrobotni z gminy Kępice. W Warszawie spokojnie, choć w Gdańsku działacze SLD zostali obrzuceni farbą. W Warszawie duża grupa ZSMP, z flagami, raczej młodsza. *Święto ludzi pracy zamienia się powoli w święto ludzi bez pracy* komentuje reporter. Prezydent na pikniku mówi, że nie należy się bać globalizacji, która może być szansą. Prowadzi do wzrostu wydajności, efektywności, i w dłuższej perspektywie oznacza rozwój. Nie zgadza się również na rosnące nierówności ekonomiczne.",PL_1990-2019.md
2000,PL,Wydarzenia_alt,"Miejsca pamięci: kwiaty składane przez UP pod warszawską Cytadelą. Potencjalnie również inne organizacje lewicowe
Po pochodzie odbył się piknik pod siedzibą SLD na ulicy Rozbrat""
prezydent Kwaśniewski zorganizował tego dnia piknik pierwszomajowy w ogrodzie Pałacu Prezydenckiego
na Starym Mieście happening Ligi Republikańskiej, sobowtór prezydenta próbuje wejść do Pałacu Prezydenckiego. Ale do większych starć z uczestnikami pochodu nie dochodzi",PL_1990-2019.md
2000,PL,Aktorzy,"OPZZ, SLD, PPS, Ruch Ludzi Pracy, ZSMP, Kółka Rolnicze",PL_1990-2019.md
2000,PL,Apel,"**APEL OGÓLNOPOLSKIEGO POROZUMIENIA ZWIĄZKÓW ZAWODOWYCH
1 Maja 2000 dniem naszego protestu**
1 Maja 2000 roku będzie dniem naszego protestu. Protestu przeciwko władzy, która doprowadziła do gwałtownego wzrostu bezrobocia, a w konsekwencji pogorszenia się warunków życia polskiego społeczeństwa i utraty stabilizacji życiowej przez Polaków.
Protestujemy przeciwko:
- likwidacji setek tysięcy miejsc pracy, a nawet całych branż, co już pozbawiło środków do życia dwa i pół miliona pracowników, a do końca tego roku pozbawionych pracy zostanie jeszcze pół miliona osób,
- próbom nowelizacji Kodeksu pracy, ograniczającym uprawnienia pracownicze,
- ""schładzaniu gospodarki"", które doprowadziło do spadku produkcji w większości polskich przedsiębiorstw, a w konsekwencji do wzrostu bezrobocia,
- nieprzemyślanej reformie służby zdrowia, która spowodowała wzrost kosztów leczenia i praktycznie uniemożliwiła korzystanie z bezpłatnej opieki zdrowotnej,
- ograniczaniu dostępu do nauki, a szczególnie szkolnictwa wyższego, dzieciom i młodzieży z rodzin o niskich dochodach
- spadkowi poziomu życia większości polskiego społeczeństwa.
Związki zawodowe wielokrotnie ostrzegały przed kryzysem państwa - spadkiem zatrudnienia, spadkiem poziomu życia polskiego społeczeństwa.
11 kwietnia w całej Polsce pikietowaliśmy urzędy wojewódzkie, żeby przypomnieć władzy, że bezrobocie stało się dominującym problemem społecznym. Przedstawiliśmy Sejmowi nasz projekt PAKTU DLA PRACY.
1 Maja 2000 roku jest więc protestem przeciwko polityce rządu, któremu obcy jest dialog społeczny, przeciwko rządowi, który zapomina o potrzebach ogromnej części społeczeństwa.
1 Maja 2000 roku wzywamy Sejm i rząd do rozpoczęcia rzeczowej debaty o PAKCIE DLA PRACY, o potrzebie walki z bezrobociem.
Apelujemy do Was, Koleżanki i Koledzy związkowcy, do Was pracownicy i weterani pracy, o udział w protestach pierwszomajowych. Zamanifestujmy swą siłę i jedność.
W naszym wspólnym interesie.
Prezydium OPZZ
Warszawa, 27 kwietnia 2000 r.",PL_1990-2019.md
2000,PL,Wspolnie_OPZZ_PPS,Tak,PL_1990-2019.md
2000,PL,Miejsca_pamięci,"UP: Brama Straceń bez delegacji
PPS: Warecka
?: Plac Grzybowski – jest wiec, brak info o składaniu kwiatów",PL_1990-2019.md
2000,PL,Siedziba Robotnika,Uczestnicy pochodu PPS składają kwiaty (ŻW),PL_1990-2019.md
2000,PL,Plac Piłsudskiego,-,PL_1990-2019.md
2000,PL,Brama Straceń,"Przedstawiciele UP składają wieniec przed tablicą, i kwiaty na grobach samodzielnie, o 11. O 12 przedstawiciele SLD i OPZZ w tym samym miejscu (DT 2000)",PL_1990-2019.md
2000,PL,Plac Grzybowski,Po pochodzie złożono kwiaty pod kamieniem (DT),PL_1990-2019.md
2000,PL,kontra,"“Po raz pierwszy od wielu lat praktycznie (z wyjątkiem Gdańska) nie doszło w tym roku do incydentów prowokowanych przez ugrupowania prawicowe.” (“Kronika Związkowa OPZZ nr 224”, 2000)
*Jajkami demonstranci z PPS obrzucają kilkanaście osób zebranych przed bramą główną Uniwersytetu Warszawskiego. Przygląda się temu Piotr Ikonowicz, lider PPS, poseł SLD, wypalając papierosa. - To głupie. No, ale co ja mogę zrobić. To jest tłum - mówi, gdy pytamy, jak mu się to podoba.* RP 2000
""Gdy przechodzili przed kościołem św. Krzyża, stojący na schodach świątyni ludzie skandowali: *Komuniści; Precz z komuną;* Manifestanci odpowiadali: *Słuchaj Boga a nie księdza; Poczytajcie encykliki* (ŻW 2-3 maja 2000)
Działacze Ligi i NZS położyli przed policjantami kilka cebul i jajek. – Nie chcemy żadnych zadym – mówił jeden z nich. – Dlatego oddajemy to, co ze sobą przynieśliśmy (ŻW 2-3.5.2000)
Drugim nowym zjawiskiem był brak Ligi Republikańskiej, która zawsze przy placu Grzybowskim miała własny sektor i skromna, znacznie cichsza grupka antykomunistów pod Uniwersytetem Warszawskim (NTP)
Pierwszomajowy ""pochód protestu"" OPZZ rusza, a tymczasem PPS, w oczekiwaniu na OPZZ, stanął naprzeciw schodowej ""galerii"" i skanduje coraz bardziej prowokujące hasła. ""Galeria"", która czeka raczej na pochód właściwy, czyli OPZZ, w końcu zaczyna odpowiadać. Harcownicy PPS się rozkręcają. Dochodzi do indywidualnych pyskówek. Wymiana zdań między jedną starszą panią sympatyzującą z ""galerią"" a drugą starszą panią z pochodu po wyjaśnieniu sobie, komu za komuny było lepiej i za czyje pieniądze kto się wykształcił w PRL, kończy się argumentami ostatecznymi: - Głupia stara baba! - A ty młoda! Młoda się znalazła. - Bój to jest nasz ostatni... - intonują manifestanci. - Ostatni, ostatni - powtarza schodowa ""galeria"". Jeden z manifestantów PPS, zirytowany jakimś okrzykiem, woła do adwersarza na schodach kościoła: - Pierwszy zginiesz. Kulka tu - i pokazuje czoło. (RP 2000)
Gdy zwolennicy lewicy na festynie jedli kiełbaski, pili piwo, kupowali książki, watę cukrową, zapisywali się do Sojuszu Młodej Lewicy, na placu Zamkowym happening zorganizowała Liga Republikańska. W ten sposób rozpoczęła kampanię prezydencką mężczyzny upozorowanego na prezydenta Aleksandra Kwaśniewskiego.Wymachując bonami na mieszkania i butelką, ""prezydent"" w towarzystwie ""małżonki"" przeszedł pod Pałac Prezydencki. Policja nie wpuściła jednak ""prezydenta"" na piknik do Pałacu. (RP 2000)",PL_1990-2019.md
2000,PL,Pikniki,"Podczas późniejszego, tradycyjnego festynu na ul. Rozbrat, Danuta Waniek przez godzinę będzie pełnić ""dyżur"" dla wyborców. I ona, i Miller, pracują 2 maja. Dzień później Waniek oraz posłanka SLD Izabella Sierakowska udają się do Brukseli, gdzie czeka je ""seria spotkań na temat rynku pracy kobiet w Polsce"" (RP)
O godzinie 12 w parku Powiśle przy ul. Rozbrat rozpocznie się ""Majówka 2000"". Wystąpią zespoły muzyczne. min. Żuki, No Bo Co i Parkwat. Atrakcją będą ogródki polityczne SLD oraz prasowe Trybuny, NIE i Przeglądu. Z wyborcami spotkają się posłowie (...). W kawiarence Trybuny dyżurować będą min. (...) (DT 2000)
(relacja z ""Majówki 2000"" w DT)",PL_1990-2019.md
2000,PL,wiec,"Zebranych powitał Józef Wiaderny, który w krotkim wystąpieniu powiedział min. (...) Na placu Grzybowskim przemawiali liderzy partii lewicowych. Leszek Miller, Piotr Ikonowicz, Władysław Serafin lider Związku Rolników, Kółek i Organizacji Rolniczych (NTP 2000)
Według relacji ŻW przemawiali – Leszek Miller, Piotr Ikonowicz, i inni....
Relacja w SLD skupia się wyłącznie na wypowiedziach, nie relacjonuje samego pochodu. Zdaje się, że również przedstawia tylko wiec na placu Grzybowskim – Miller, Serafin, Sierakowska, Ikonowicz, Lech Szymańczyk, Marek Pol (DT 2000)
W TVP widzimy przemówienie Wiadernego spod OPZZ, i znowu jakoś więcej uwagi na wiec pod OPZZ ze strony TVP. Co ciekawe, obok Wiadernego stoi już Leszek Miller i ktoś jeszcze – czy oni też przemawiali tego dnia? Z kolei z placu Grzybowskiego już tylko pokazane przemówienie Leszka Millera(2000_TVP_pochod_OPZZ)",PL_1990-2019.md
2001,PL,Aktorzy,"ZZ Kontra
PPS
KRPEiR
PLD
SLD
ZSMP",PL_1990-2019.md
2001,PL,Wydarzenia_alt,"Piknik na Rozbracie popochodowy
piknik u prezydenta
pierwsza Parada Równości przechodzi przez ulice Warszawy
anarchistyczna manifestacja rozpoczynająca się na pl. Bankowym zmierzająca do siedziby premiera pod hasłem ""Nie zaciskaj pasa! Zaciśnij pięść!",PL_1990-2019.md
2001,PL,TVP,"jest pochód z orkiestrą, nie było starć fizycznych z przeciwnikami. Na schodach kościoła transparent KPN. Na placu Grzybowskim wiec. Leszek Miller przedsawia się jako *lewicową alternatywę*. Manifestanci spalili kukłę premiera Buzka. Transparenty SLD, ale też robionych własnoręcznie, przez uczestników. Często odnoszą się one do bezrobocia – jesteśmy z takiej gminy, tyle ludzi, tyle procent bezrobotnych. *Nasze dzieci są głodne Smołdzino*. Manifestacja pierszomajowa miała być największą manifestacją od lat. Pochód wyrusza spod OPZZ, tam widać orkiestrę i Janusza Gołębia niosącego sztandar OPZZ. Na schodach kościoła już nieco mniej ludzi, jest transparent *Zbrodnie PRL pamiętamy, KPN*. Politycy skupiają się na bezrobociu i nadchodzących wyboach. Słychać skandowanie LEszek Balcerowicz. *Wróciło, niestety, po wielu latach hasło Chleba i Pracy*, mówi w swoim przemówieniu Maciej Manicki
Głównym tematem pierwszomajowego pochodu było w tym roku bezrobocie. Mimo tego, że przewodniczący podkreślali świąteczny charakter święta, cieniem kładła sie na nim trudna sytuacja gospodarcza w kraju; w maju bezrobocie według danych GUS wyniosło 17,3%. Najwięcej w Warmińsko-Mazurskim: 29%.
**Jak pisano na okładce NTP**: *Pierwszomajowe święto – jak zgodnie potwierdzali komentatorzy z całego kraju –było najspokojniejszym w historii III RP. Nie dochodziło do większych incydentów między uczestnikami pochodów i demonstracji a bojówkami prawicowymi*
Mimo tego, pojawiły się *utarczki słowne* między Ligą Republikańską a OPZZ. Ci skandowali w stronę pochodu pierwszomajowego ""SLD-BSE"". W odpowiedzi na to, członkowie PPS i młodzieżówki SLD krzyczeli np: ""faszyści, burżuje, was koniec się szykuje""; ""znajdzie się kij na faszystowski ryj""
**Spalenie kukły premiera Buzka przez związkowców z Kontry**
To Miller pokazał, jak należy walczyć z bezrobociem. Leszku, będziesz musiał to uczynić jeszcze raz, tym razem jako szef rządu - przypochlebiał się przewodniczącemu szef OPZZ Andrzej Manicki. **Związkowcy z Kontry spalili kukłę premiera z napisem ""Premier bezrobocia""**. [[@LewaPrawaMarsz2001]].
![[2001_1maja_tlum_plac_grzybowski_JJG.JPG]]
Co ciekawe, alternatywny pochód zorganizowali również anarchiści, pod hasłem ""nie zaciskaj pasa, zaciśnij pięść"".",PL_1990-2019.md
